SAMPLE ID,,IGSN,SOURCE,DOI,TITLE,JOURNAL,MIN AGE,AGE,MAX AGE,MATERIAL,TYPE,COMPOSITION,ROCK NAME,LATITUDE,LONGITUDE,LOCPREC,SIO2,TIO2,AL2O3,FE2O3,FE2O3T,FEO,FeOT,MGO,CAO,NA2O,K2O,K_wt_percent,P2O5,MNO,LOI,H2O_PLUS,H2O_MINUS,H2O,Total,Mg_number,CR2O3,CR,LA,NIO,CE,PR,ND,SM,EU,GD,TB,DY,HO,ER,TM,YB,LU,LI,BE,B,C,CO2,F,CL,SC,TI,V,CO,NI,ZN,CU,ZR,GA,BA,W,AU,HG,TA,SB,SE,SN,S,U,RE,I,P,Y,MO,PD,TE,PT,HF,IR,PB,IN,AG,TH,TL,AS,RB,CS,SR,BI,NB,OS,CD,N,RU,BR,GE
289160,,,GEOROC,10.1080/08120099308728060,"ACCRETION AND EVOLUTION OF AN ARCHEAN HIGH-GRADE GREY GNEISS-AMPHIBOLITE COMPLEX: THE FISKEFJORD AREA, SOUTHERN WEST GREENLAND",BULL. GEOL. GREENLAND SURV.,2500,3175,3850,METAMORPHIC,UNKNOWN,UNKNOWN,GNEISS,64.7172,-51.6238,0.01,57.63,0.65,15.42,2.6,,5.25,7.59,5.25,6.96,4.22,0.76,0.63,0.1,0.14,0.5,,,,98.62,55.22,,172,13,,20,,13,2.18,0.8,,0.5,,,,,1.51,0.19,,,,,,,,19,,127,64,124,84,0,137,18,218,,,,0.8,,,,,,,,,16,,,,,2.6,,5,,,0,,,7,0,217,,4.4,,,,,,
339550,,,GEOROC,10.1029/2011GC003748,"ACCRETION AND EVOLUTION OF AN ARCHEAN HIGH-GRADE GREY GNEISS-AMPHIBOLITE COMPLEX: THE FISKEFJORD AREA, SOUTHERN WEST GREENLAND",BULL. GEOL. GREENLAND SURV.,2500,3175,3850,METAMORPHIC,UNKNOWN,UNKNOWN,GNEISS,64.7332,-51.973,0.01,70.93,0.35,14.52,1.8,,1.99,3.61,0.93,3.75,4.05,0.35,0.29,0.11,0.06,0.3,,,,98.55,31.47,,9,7,,16,,6,0.83,0.95,,0.2,,,,,0.71,0.11,,,,,,,,6,,36,152,6,52,4,228,14,355,,,,0,,,,,0.4,,,,4,,,,,4.1,,6,,,0,,,0,0,227,,1.7,,,,,,
283630,,,GEOROC,10.1130/G24868A.1,"ACCRETION AND EVOLUTION OF AN ARCHEAN HIGH-GRADE GREY GNEISS-AMPHIBOLITE COMPLEX: THE FISKEFJORD AREA, SOUTHERN WEST GREENLAND",BULL. GEOL. GREENLAND SURV.,2500,3175,3850,METAMORPHIC,UNKNOWN,UNKNOWN,GNEISS,64.7238,-52.0089,0.01,52.63,1.1,19.07,4.06,,5.14,8.79,3.53,7.95,5.02,0.27,0.22,0.3,0.13,1.05,,,,98.49,41.72,,13,11,,27,,18,,,,,,,,,,,,,,,,,,17,,188,41,25,103,102,19,22,349,,,,,,,,,,,,,11,,,,,,,8,,,2,,,0,,669,,3.1,,,,,,
328250,,,GEOROC,10.1016/j.lithos.2016.04.014,"ACCRETION AND EVOLUTION OF AN ARCHEAN HIGH-GRADE GREY GNEISS-AMPHIBOLITE COMPLEX: THE FISKEFJORD AREA, SOUTHERN WEST GREENLAND",BULL. GEOL. GREENLAND SURV.,2500,3175,3850,METAMORPHIC,UNKNOWN,UNKNOWN,GNEISS,64.8664,-51.8744,0.01,72.36,0.29,15.67,0.33,,0.84,1.14,0.41,3.36,4.38,0.79,0.66,0.03,0.03,0.21,,,,98.43,39.07,,4,9,,14,,4,,,,,,,,,,,,,,,,,,2,,29,56,5,19,10,185,14,816,,,,,,,,,,,,,0,,,,,,,13,,,3,,,2,,921,,0.9,,,,,,
339551,,,GEOROC,10.1016/j.lithos.2014.04.020,"ACCRETION AND EVOLUTION OF AN ARCHEAN HIGH-GRADE GREY GNEISS-AMPHIBOLITE COMPLEX: THE FISKEFJORD AREA, SOUTHERN WEST GREENLAND",BULL. GEOL. GREENLAND SURV.,2500,3175,3850,METAMORPHIC,UNKNOWN,UNKNOWN,GNEISS,64.7332,-51.973,0.01,63.99,0.48,17.07,1.21,,2.97,4.06,2.56,5.35,4.45,0.31,0.26,0.18,0.08,0.52,,,,98.35,52.92,,54,13,,17,,8,1.24,0.68,,0.2,,,,,0.47,0.06,,,,,,,,10,,66,69,35,68,4,119,21,313,,,,0,,,,,,,,,5,,,,,2,,5,,,0,,,0,0,586,,1.4,,,,,,
202JTL 96-1,,,GEOROC,10.1016/j.lithos.2016.08.009,"ARCHEAN EVOLUTION OF THE TIPASJÄRVI-KUHMO-SUOMUSSALMI GREENSTONE COMPLEX, FINLAND",BULL. GEOL. SURV. FINLAND,2500,3175,3850,METAMORPHIC,UNKNOWN,UNKNOWN,PARAGNEISS,63.8426,28.899,0.01,64.3,0.561,16.3,,,,5.73,2.83,1.98,4.43,2.67,2.22,0.114,0.084,0,,,,98.89,46.82,,261,30,,50,,,,,,,,,,,,,,,,,,,90,,,143,0,110,70,60,81,,456.79,0,,,10,,,10,3230,10,,,,8,,,,,,,10,,,,,10,95.1,10,261.29,,21,,,,,,
46KYK 94-1,,,GEOROC,10.1016/S0301-9268(03)00209-2,"ARCHEAN EVOLUTION OF THE TIPASJÄRVI-KUHMO-SUOMUSSALMI GREENSTONE COMPLEX, FINLAND",BULL. GEOL. SURV. FINLAND,2500,3175,3850,METAMORPHIC,UNKNOWN,UNKNOWN,PARAGNEISS,64.1584,29.241,0.01,66.8,0.622,15.2,,,,6.28,3.49,1.69,3.22,1.36,1.13,0.125,0.085,0,,,,98.75,49.77,,269,30,,50,,,,,,,,,,,,,,,,,,,90,,,150,0,140,90,50,96,,197.05,170,,,0,,,10,3570,9,,,,14,,,,,,,10,,,,,70,58.52,10,104.01,,18,,,,,,
141TTT 97-1,,,GEOROC,10.1016/0375-6505(87)90007-1,"ARCHEAN EVOLUTION OF THE TIPASJÄRVI-KUHMO-SUOMUSSALMI GREENSTONE COMPLEX, FINLAND",BULL. GEOL. SURV. FINLAND,2500,3175,3850,METAMORPHIC,UNKNOWN,UNKNOWN,PARAGNEISS,63.8055,29.8764,0.01,52.4,0.61,13.8,,,,11.6,6.83,11.1,1.11,0.346,0.29,0.069,0.225,0.44,,,,98.02,51.21,,301,10,,40,,,,,,,,,,,,,,,,,,,60,,,276,100,150,130,60,15,,26.87,0,,,10,,,0,60,9,,,,13,,,,,,,10,,,0,,10,16.46,30,54.12,,14,,,,,,
128TTT 97-1,,,GEOROC,10.1016/j.lithos.2015.02.002,"ARCHEAN EVOLUTION OF THE TIPASJÄRVI-KUHMO-SUOMUSSALMI GREENSTONE COMPLEX, FINLAND",BULL. GEOL. SURV. FINLAND,2500,3175,3850,METAMORPHIC,UNKNOWN,UNKNOWN,PARAGNEISS,63.8,29.834,0.01,49.6,0.499,15.6,,,,10.2,7.53,12.1,1.77,0.341,0.28,0.065,0.34,0.62,,,,97.98,56.83,,343,10,,10,,,,,,,,,,,,,,,,,,,180,,,239,180,120,70,20,7,,98.52,10,,,10,,,0,300,12,,,,10,,,,,,,10,,,0,,20,19.2,0,63.42,,11,,,,,,
150TTT 97-1,,,GEOROC,10.1093/petrology/egp048,"ARCHEAN EVOLUTION OF THE TIPASJÄRVI-KUHMO-SUOMUSSALMI GREENSTONE COMPLEX, FINLAND",BULL. GEOL. SURV. FINLAND,2500,3175,3850,METAMORPHIC,UNKNOWN,UNKNOWN,PARAGNEISS,63.8148,29.7971,0.01,49.1,0.701,16.9,,,,11.1,6.21,10.3,3.15,0.269,0.22,0.083,0.21,0.48,,,,97.94,49.94,,214,40,,10,,,,,,,,,,,,,,,,,,,70,,,246,150,90,90,50,22,,71.65,10,,,10,,,10,70,4,,,,12,,,,,,,10,,,0,,60,18.29,20,110.77,,15,,,,,,
95DA41,,,,,"Crustal development at the pre-Grenvillian Laurentian margin: a record from contrasting geochemistry of mafic and ultramafic orthogneisses in the Chochocouane River area, Quebec",CAN. J. EARTH SCI.,,Archean,,Metamorphic,Unknown,Unknown,Granulite,49.00,-76.00,,50.18,0.62,7.97,7.23,,,6.51,16.76,15.84,1.06,0.12,0.10,0.12,0.13,1.80,,,,99.19,82.12,,1466.00,7.30,,16.00,,13.00,4.30,1.60,4.50,0.68,3.30,0.51,1.20,,0.78,0.15,,,,,,,,37.00,,202.00,34.00,253.00,,,26.00,,84.00,,,,,,,,,0.17,,,,13.00,,,,,0.60,,,,,0.30,,,19.00,0.70,147.00,,,,,,,,
209(m)*,,,,,"Crustal development at the pre-Grenvillian Laurentian margin: a record from contrasting geochemistry of mafic and ultramafic orthogneisses in the Chochocouane River area, Quebec",CAN. J. EARTH SCI.,,Archean,,Metamorphic,Unknown,Unknown,Granulite,49.00,-76.00,,49.38,0.24,6.53,9.90,,,8.91,25.78,7.62,0.31,0.07,0.06,0.02,0.15,1.80,,,,98.99,83.77,,2000.00,0.70,,2.60,,1.60,0.59,0.16,1.00,0.18,1.30,0.26,0.71,,0.68,0.12,,,,,,,,16.00,,100.00,87.00,1200.00,,,,,55.00,,,,,,,,,,,,,6.50,,,,,0.37,,,,,,,,20.00,,68.00,,,,,,,,
220*,,,,,"Crustal development at the pre-Grenvillian Laurentian margin: a record from contrasting geochemistry of mafic and ultramafic orthogneisses in the Chochocouane River area, Quebec",CAN. J. EARTH SCI.,,Archean,,Metamorphic,Unknown,Unknown,Granulite,49.00,-76.00,,46.93,0.37,8.67,11.43,,,10.28,23.33,8.02,0.91,0.12,0.10,0.04,0.18,2.10,,,,98.81,80.18,,1700.00,0.90,,3.00,,2.00,0.77,0.30,1.50,0.26,1.90,0.38,1.10,,1.00,0.18,,,,,,,,24.00,,150.00,83.00,910.00,,,,,23.00,,,,,,,,,0.10,,,,8.70,,,,,0.53,,,,,0.16,,,14.00,0.29,47.00,,,,,,,,
81,,,,,"Crustal development at the pre-Grenvillian Laurentian margin: a record from contrasting geochemistry of mafic and ultramafic orthogneisses in the Chochocouane River area, Quebec",CAN. J. EARTH SCI.,,Archean,,Metamorphic,Unknown,Unknown,Granulite,49.00,-76.00,,48.97,0.61,12.34,12.44,,,11.19,11.84,11.34,2.21,,0.00,0.01,0.23,0.70,,,,98.73,65.35,,325.00,2.10,,6.10,,4.20,1.40,0.53,,0.40,,,,,1.30,0.20,,,,,,,,45.00,,294.00,75.00,158.00,,,,,82.00,,,,0.13,,,,,,,,,,,,,,0.80,,,,,,,,5.00,,154.00,,,,,,,,
XC5,,,,,"Crustal development at the pre-Grenvillian Laurentian margin: a record from contrasting geochemistry of mafic and ultramafic orthogneisses in the Chochocouane River area, Quebec",CAN. J. EARTH SCI.,,Archean,,Metamorphic,Unknown,Unknown,Granulite,49.00,-76.00,,46.27,0.41,8.90,10.98,,,9.88,24.25,8.39,0.45,,0.00,0.10,0.18,2.90,,,,98.73,81.40,,1420.00,1.05,,3.60,,3.10,0.95,0.43,1.60,0.31,1.90,0.39,1.10,,0.88,0.19,,,,,,,,24.00,,193.00,76.00,705.00,,,,,,,,,,,,,,,,,,10.00,,,,,0.50,,,,,0.10,,,3.00,,59.00,,,,,,,,
63,,,,,"Crustal development at the pre-Grenvillian Laurentian margin: a record from contrasting geochemistry of mafic and ultramafic orthogneisses in the Chochocouane River area, Quebec",CAN. J. EARTH SCI.,,Archean,,Metamorphic,Unknown,Unknown,Granulite,49.00,-76.00,,50.00,0.84,14.97,12.48,,,11.23,7.32,12.46,1.64,,0.00,0.02,0.26,0.40,,,,98.72,53.75,,240.00,1.40,,4.30,,4.10,1.48,0.67,,0.40,,0.70,,,2.10,0.30,,,,,,,,41.00,,310.00,71.00,136.00,,,29.00,,,,,,0.10,,,,,,,,,18.00,,,,,0.90,,,,,,,,,,118.00,,,,,,,,
95(m)*,,,,,"Crustal development at the pre-Grenvillian Laurentian margin: a record from contrasting geochemistry of mafic and ultramafic orthogneisses in the Chochocouane River area, Quebec",CAN. J. EARTH SCI.,,Archean,,Metamorphic,Unknown,Unknown,Granulite,49.00,-76.00,,46.63,0.34,6.15,12.42,,,11.18,25.36,7.86,1.03,,0.00,0.02,0.14,2.00,,,,98.69,80.18,,1179.00,1.00,,2.70,,2.70,0.85,0.33,1.40,0.27,1.70,0.35,0.98,,0.85,0.17,,,,,,,,,,141.00,106.00,708.00,,,,,,,,,,,,,,,,,,9.70,,,,,0.40,,,,,0.16,,,2.00,,20.00,,,,,,,,
246*,,,,,"Crustal development at the pre-Grenvillian Laurentian margin: a record from contrasting geochemistry of mafic and ultramafic orthogneisses in the Chochocouane River area, Quebec",CAN. J. EARTH SCI.,,Archean,,Metamorphic,Unknown,Unknown,Granulite,49.00,-76.00,,50.00,1.04,14.26,12.55,,,11.29,7.93,11.74,2.01,0.19,0.16,0.08,0.20,0.90,,,,98.66,55.60,,130.00,3.60,,9.10,,6.00,2.10,0.81,,0.47,,0.67,,,1.90,0.09,,,,,,,,38.00,,260.00,46.00,110.00,,,48.00,,80.00,,,,0.18,,,,,,,,,18.00,,,,,1.30,,,,,0.31,,,23.00,0.31,107.00,,,,,,,,
245*,,,,,"Crustal development at the pre-Grenvillian Laurentian margin: a record from contrasting geochemistry of mafic and ultramafic orthogneisses in the Chochocouane River area, Quebec",CAN. J. EARTH SCI.,,Archean,,Metamorphic,Unknown,Unknown,Granulite,49.00,-76.00,,46.90,0.87,16.16,12.66,,,11.39,8.65,11.06,2.61,0.84,0.70,0.08,0.18,1.30,,,,98.66,57.52,,160.00,2.60,,6.90,,5.40,1.80,0.74,,0.41,,0.62,,,1.80,0.28,,,,,,,,40.00,,240.00,45.00,130.00,,,37.00,,73.00,,,,0.18,,,,,,,,,17.00,,,,,1.10,,,,,0.19,,,23.00,,109.00,,,,,,,,
53b(m),,,,,"Crustal development at the pre-Grenvillian Laurentian margin: a record from contrasting geochemistry of mafic and ultramafic orthogneisses in the Chochocouane River area, Quebec",CAN. J. EARTH SCI.,,Archean,,Metamorphic,Unknown,Unknown,Granulite,49.00,-76.00,,50.26,1.19,15.90,12.31,,,11.08,6.12,9.33,3.67,0.85,0.71,0.85,0.18,0.90,,,,98.58,49.62,,50.00,10.30,,23.40,,13.10,3.20,1.20,,0.49,,0.70,,,2.00,0.29,,,,,,,,32.00,,230.00,42.00,85.00,,,76.00,,205.00,,,,0.38,,,,,,,,,19.00,,,,,1.60,,,,,0.16,,,16.00,0.13,215.00,,,,,,,,
4498,,,,,"Crustal development at the pre-Grenvillian Laurentian margin: a record from contrasting geochemistry of mafic and ultramafic orthogneisses in the Chochocouane River area, Quebec",CAN. J. EARTH SCI.,,Archean,,Metamorphic,Unknown,Unknown,Granulite,49.00,-76.00,,46.78,0.76,14.32,13.92,,,12.53,11.68,9.39,2.30,0.58,0.48,0.06,0.22,1.30,,,,98.56,62.44,,130.00,2.80,,7.50,,5.40,1.73,0.70,,0.42,,,,,1.70,0.27,,,,,,,,34.00,,230.00,63.00,240.00,,,,,84.00,,,,0.15,,,,,,,,,17.00,,,,,1.10,,,,,0.63,,,28.00,1.06,122.00,,,,,,,,
4497,,,,,"Crustal development at the pre-Grenvillian Laurentian margin: a record from contrasting geochemistry of mafic and ultramafic orthogneisses in the Chochocouane River area, Quebec",CAN. J. EARTH SCI.,,Archean,,Metamorphic,Unknown,Unknown,Granulite,49.00,-76.00,,48.98,0.97,14.27,14.27,,,12.84,6.37,11.89,2.32,0.63,0.52,0.07,0.24,1.40,,,,98.51,46.94,,110.00,3.10,,8.80,,6.00,2.00,0.86,,0.45,,0.67,,,1.90,0.31,,,,,,,,36.00,,260.00,50.00,90.00,,,55.00,,117.00,,,,0.16,,,,,,,,,20.00,,,,,1.30,,,,,0.50,,,28.00,,133.00,,,,,,,,
95*,,,,,"Crustal development at the pre-Grenvillian Laurentian margin: a record from contrasting geochemistry of mafic and ultramafic orthogneisses in the Chochocouane River area, Quebec",CAN. J. EARTH SCI.,,Archean,,Metamorphic,Unknown,Unknown,Granulite,49.00,-76.00,,51.42,2.61,15.43,12.20,,,10.98,5.65,8.27,3.13,0.79,0.66,0.79,0.14,0.50,,,,98.42,47.85,,88.00,26.10,,58.50,,28.00,6.72,2.00,,0.57,,,,,1.10,0.16,,,,,,,,15.00,,150.00,37.00,67.00,,,238.00,,559.00,,,,0.98,,,,,,,,,17.00,,,,,4.00,,,,,0.30,,,53.00,,687.00,,,,,,,,
53a(m),,,,,"Crustal development at the pre-Grenvillian Laurentian margin: a record from contrasting geochemistry of mafic and ultramafic orthogneisses in the Chochocouane River area, Quebec",CAN. J. EARTH SCI.,,Archean,,Metamorphic,Unknown,Unknown,Granulite,49.00,-76.00,,50.09,1.25,13.23,15.18,,,13.66,6.23,10.66,2.53,0.49,0.41,0.10,0.25,1.30,,,,98.39,44.85,,44.00,4.30,,10.60,,7.90,2.70,1.00,,0.56,,0.89,,,2.30,0.36,,,,,,,,39.00,,300.00,41.00,38.00,,,71.00,,65.00,,,,0.24,,,,,,,,,23.00,,,,,1.70,,,,,0.23,,,16.00,,125.00,,,,,,,,
55,,,,,"Crustal development at the pre-Grenvillian Laurentian margin: a record from contrasting geochemistry of mafic and ultramafic orthogneisses in the Chochocouane River area, Quebec",CAN. J. EARTH SCI.,,Archean,,Metamorphic,Unknown,Unknown,Granulite,49.00,-76.00,,46.99,2.15,18.97,13.21,,,11.89,4.66,9.29,3.48,0.65,0.54,0.65,0.17,0.80,,,,98.25,41.14,,62.00,18.00,,40.20,,23.90,6.30,2.31,,0.82,,0.80,,,2.40,0.36,,,,,,,,18.00,,180.00,42.00,68.00,,,158.00,,261.00,,,,0.45,,,,,,,,,26.00,,,,,3.20,,,,,1.19,,,32.00,0.12,684.00,,,,,,,,
242*,,,,,"Crustal development at the pre-Grenvillian Laurentian margin: a record from contrasting geochemistry of mafic and ultramafic orthogneisses in the Chochocouane River area, Quebec",CAN. J. EARTH SCI.,,Archean,,Metamorphic,Unknown,Unknown,Granulite,49.00,-76.00,,48.26,1.91,16.35,12.38,,,11.14,6.86,9.35,3.37,0.74,0.61,0.74,0.20,1.20,,,,98.18,52.33,,220.00,29.90,,69.40,,34.50,9.00,2.50,,1.03,,,,,3.10,0.47,,,,,,,,24.00,,190.00,39.00,73.00,,,134.00,,293.00,,,,0.54,,,,,0.51,,,,35.00,,,,,2.90,,,,,1.40,,,45.00,0.15,682.00,,,,,,,,
93,,,,,"Crustal development at the pre-Grenvillian Laurentian margin: a record from contrasting geochemistry of mafic and ultramafic orthogneisses in the Chochocouane River area, Quebec",CAN. J. EARTH SCI.,,Archean,,Metamorphic,Unknown,Unknown,Granulite,49.00,-76.00,,44.49,3.01,13.92,16.56,,,14.90,7.76,9.98,2.54,1.17,0.97,1.17,0.30,2.00,,,,98.07,48.15,,190.00,17.70,,48.30,,30.30,7.80,2.60,,1.02,,0.98,,,2.70,0.40,,,,,,,,30.00,,320.00,50.00,93.00,,,201.00,,128.00,,,,0.99,,,,,,,,,33.00,,,,,4.60,,,,,0.31,,,23.00,0.19,134.00,,,,,,,,
95(m),,,,,"Crustal development at the pre-Grenvillian Laurentian margin: a record from contrasting geochemistry of mafic and ultramafic orthogneisses in the Chochocouane River area, Quebec",CAN. J. EARTH SCI.,,Archean,,Metamorphic,Unknown,Unknown,Granulite,49.00,-76.00,,49.35,1.89,13.51,18.82,,,16.93,5.84,9.05,1.01,0.12,0.10,0.12,0.29,0.10,,,,97.99,38.07,,80.00,6.10,,16.30,,12.60,3.90,1.42,,0.80,,1.30,,,3.80,0.60,,,,,,,,45.00,,568.00,102.00,19.00,,,87.00,,,,,,0.40,,,,,,,,,35.00,,,,,2.40,,,,,0.60,,,6.00,,52.00,,,,,,,,
95,,,,,"Crustal development at the pre-Grenvillian Laurentian margin: a record from contrasting geochemistry of mafic and ultramafic orthogneisses in the Chochocouane River area, Quebec",CAN. J. EARTH SCI.,,Archean,,Metamorphic,Unknown,Unknown,Granulite,49.00,-76.00,,45.80,2.36,12.88,21.04,,,18.93,5.99,8.79,2.01,0.66,0.55,0.66,0.30,1.50,,,,97.72,36.07,,65.00,8.00,,21.90,,14.90,5.10,1.70,,1.12,,1.84,,,5.20,0.86,,,,,,,,44.00,,440.00,46.00,40.00,,,124.00,,136.00,,,,0.58,,,,,,,,,49.00,,,,,3.10,,,,,0.30,,,20.00,,92.00,,,,,,,,
51,,,,,"Crustal development at the pre-Grenvillian Laurentian margin: a record from contrasting geochemistry of mafic and ultramafic orthogneisses in the Chochocouane River area, Quebec",CAN. J. EARTH SCI.,,Archean,,Metamorphic,Unknown,Unknown,Granulite,49.00,-76.00,,44.70,2.15,16.08,16.39,,,14.75,6.04,8.99,3.34,1.45,1.20,1.45,0.22,1.80,,,,97.72,42.20,,36.00,33.00,,77.80,,41.30,9.20,2.66,,0.90,,0.97,,,2.60,0.45,,,,,,,,34.00,,320.00,36.00,16.00,,,261.00,,1191.00,,,,0.50,,,,,,,,,32.00,,,,,5.50,,,,,1.78,,,64.00,0.21,517.00,,,,,,,,
4499,,,,,"Crustal development at the pre-Grenvillian Laurentian margin: a record from contrasting geochemistry of mafic and ultramafic orthogneisses in the Chochocouane River area, Quebec",CAN. J. EARTH SCI.,,Archean,,Metamorphic,Unknown,Unknown,Granulite,49.00,-76.00,,43.92,2.85,13.19,19.44,,,17.49,5.69,10.14,3.47,0.27,0.22,0.27,0.31,1.10,,,,97.33,36.71,,12.00,23.00,,53.30,,30.10,8.40,3.20,,1.27,,1.40,,,4.00,0.63,,,,,,,,48.00,,430.00,44.00,14.00,,,157.00,,436.00,,,,0.32,,,,,,,,,46.00,,,,,3.20,,,,,0.38,,,20.00,,506.00,,,,,,,,
DMP-62,,,,,"The major petrological and geochemical characters of the 3,600 my Uivak gneisses from Labrador",CONTRIB. MINERAL. PETROL.,,Archean,,Metamorphic,Unknown,Unknown,Granulite,58.50,-63.00,,72.30,0.31,14.90,0.60,,1.30,1.84,0.65,3.04,5.40,1.16,0.96,0.10,0.02,,,,,99.62,38.65,,24.00,,,,,,,,,,,,,,,,,,,,,,,,,,,23.00,41.00,7.00,180.00,,212.00,,,,,,,,,,,,,,,,,,,,,,,,,,70.00,,448.00,,,,,,,,
DMP-70,,,,,"The major petrological and geochemical characters of the 3,600 my Uivak gneisses from Labrador",CONTRIB. MINERAL. PETROL.,,Archean,,Metamorphic,Unknown,Unknown,Granulite,58.50,-63.00,,72.80,0.13,14.40,0.40,,0.60,0.96,0.28,1.82,4.60,3.92,3.25,0.06,0.02,,,,,98.93,34.21,,12.00,,,,,,,,,,,,,,,,,,,,,,,,,,,20.00,36.00,9.00,151.00,,1234.00,,,,,,,,,,,,,,,,,,,,,,,,,,110.00,,605.00,,,,,,,,
DMP-66,,,,,"The major petrological and geochemical characters of the 3,600 my Uivak gneisses from Labrador",CONTRIB. MINERAL. PETROL.,,Archean,,Metamorphic,Unknown,Unknown,Granulite,58.50,-63.00,,66.30,0.44,16.90,2.86,,,2.57,1.11,2.75,5.96,2.49,2.07,0.16,0.04,,,,,98.56,43.47,,11.00,,,,,,,,,,,,,,,,,,,,,,,,,,,24.00,71.00,3.00,209.00,,193.00,,,,,,,,,,,,,,,,,,,,,,,,,,105.00,,712.00,,,,,,,,
MQG-01,,,,,"The major petrological and geochemical characters of the 3,600 my Uivak gneisses from Labrador",CONTRIB. MINERAL. PETROL.,,Archean,,Metamorphic,Unknown,Unknown,Granulite,58.50,-63.00,,68.60,0.40,15.90,2.53,,,2.28,0.94,2.60,5.28,2.47,2.05,0.13,0.03,,,,,98.50,42.40,,17.00,,,,,,,,,,,,,,,,,,,,,,,,,,,23.00,48.00,14.00,137.00,,263.00,,,,,,,,,,,,,,,,,,,,,,,,,,111.00,,725.00,,,,,,,,
L154,,,,,Arrested charnockite formation in southern India and Sri Lanka,CONTRIB. MINERAL. PETROL.,,Archean,,Metamorphic,Unknown,Unknown,Granulite,10.00,77.60,,71.80,0.59,14.50,3.94,,,3.55,0.85,2.34,0.08,3.94,3.27,2.88,,,,,,97.65,29.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268.00,,,,,,,,,,,0.90,,,,28.00,,,,,,,,,,15.00,,,71.00,,147.00,,,,,,,,
L1633,,,,,Arrested charnockite formation in southern India and Sri Lanka,CONTRIB. MINERAL. PETROL.,,Archean,,Metamorphic,Unknown,Unknown,Granulite,10.00,77.60,,73.60,0.44,13.10,3.25,,,2.92,0.68,2.16,0.04,3.64,3.02,3.22,,,,,,96.58,29.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.00,,,,,,,,,,,0.40,,,,40.00,,,,,,,,,,1.10,,,93.00,,128.00,,,,,,,,
L1606B,,,,,Arrested charnockite formation in southern India and Sri Lanka,CONTRIB. MINERAL. PETROL.,,Archean,,Metamorphic,Unknown,Unknown,Granulite,10.00,77.60,,71.40,0.60,14.00,3.92,,,3.53,0.89,2.52,0.06,3.50,2.91,3.52,,,,,,96.50,31.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,274.00,,,,,,,,,,,1.10,,,,70.00,,,,,,,,,,12.00,,,93.00,,156.00,,,,,,,,
L1478,,,,,Arrested charnockite formation in southern India and Sri Lanka,CONTRIB. MINERAL. PETROL.,,Archean,,Metamorphic,Unknown,Unknown,Granulite,10.00,77.60,,71.40,0.54,13.60,3.54,,,3.19,0.56,2.14,0.07,4.14,3.44,3.35,,,,,,95.64,23.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290.00,,,,,,,,,,,1.10,,,,10.00,,,,,,,,,,8.00,,,100.00,,190.00,,,,,,,,
L149,,,,,Arrested charnockite formation in southern India and Sri Lanka,CONTRIB. MINERAL. PETROL.,,Archean,,Metamorphic,Unknown,Unknown,Granulite,10.00,77.60,,71.40,0.49,13.70,3.13,,,2.82,0.79,1.95,0.06,3.76,3.12,3.67,,,,,,94.97,33.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230.00,,,,,,,,,,,1.00,,,,,,,,,,,,,,15.00,,,60.00,,110.00,,,,,,,,
L155,,,,,Arrested charnockite formation in southern India and Sri Lanka,CONTRIB. MINERAL. PETROL.,,Archean,,Metamorphic,Unknown,Unknown,Granulite,10.00,77.60,,68.70,0.61,13.60,4.41,,,3.97,0.82,2.53,0.07,3.86,3.20,3.71,,,,,,94.16,26.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,310.00,,,,,,,,,,,1.80,,,,70.00,,,,,,,,,,12.00,,,110.00,,170.00,,,,,,,,
66-25,,,,,"AN ARCHEAN GRANULITE-GRADE TONALITE-TRONDHJEMITE-GRANITE SUITE FROM SCOURIE, NW SCOTLAND - GEOCHEMISTRY AND ORIGIN",CONTRIB. MINERAL. PETROL.,,Archean,,Metamorphic,Unknown,Unknown,Granulite,57.50,-5.20,,75.40,0.05,15.14,0.50,,,0.45,0.32,1.45,4.11,4.32,3.59,0.01,0.01,,,,,101.25,55.91,,,9.00,,13.00,,,,,,,,,,,,,,,,,,,,,,,,1.00,7.00,,27.00,19.00,693.00,,,,,,,,,,,,,,,,,,,,15.00,,,,,,39.00,,309.00,,,,,,,,
67-109,,,,,"AN ARCHEAN GRANULITE-GRADE TONALITE-TRONDHJEMITE-GRANITE SUITE FROM SCOURIE, NW SCOTLAND - GEOCHEMISTRY AND ORIGIN",CONTRIB. MINERAL. PETROL.,,Archean,,Metamorphic,Unknown,Unknown,Granulite,57.50,-5.20,,74.53,0.09,15.39,0.83,,,0.75,0.47,1.39,4.30,4.28,3.55,0.01,0.01,,,,,101.21,52.87,,,9.00,,9.00,,,,,,,,,,,,,,,,,,,,,,,,1.00,4.00,,68.00,21.00,776.00,,,,,,,,,,,,,,,,,,,,16.00,,,,,,42.00,,333.00,,,,,,,,
