Supplementary Table 1. Compositions of samples from Archean granulite-facies terrains.,class,continent,ref,SiO2,TiO2,Al2O3,Fe2O3,FeO,TOTAL FeO,MnO,MgO,CaO,Na2O,K2O,P2O5,Li,Sc,V,Cr,Co,Ni,Cu,Zn,Ga,Rb,Sr,Y,Zr,Nb,Cs,Ba,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho ,Er,Yb,Lu,Hf,Ta,Pb,Th,U,Sn,tot.,norm,SiO2,TiO2,Al2O3,Fe2O3,FeO,FeO Total,MnO,MgO,CaO,Na2O,K2O,P2O5,Li,Sc,V,Cr,Co,Ni,Cu,Zn,Ga,Rb,Sr,Y,Zr,Nb,Cs,Ba,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho ,Er,Yb,Lu,Hf,Ta,Pb,Th no XRF,U no XRF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3963,,Antarctica,"Sheraton, J. W. and L. P. Black (1983). ""GEOCHEMISTRY OF PRECAMBRIAN GNEISSES - RELEVANCE FOR THE EVOLUTION OF THE EAST ANTARCTIC SHIELD."" Lithos 16(4): 273-296",73.90,0.84,11.20,3.07,1.59,4.35,0.04,0.95,1.79,2.88,3.16,0.27,,,20,9,,6,4,25,17,51.0,69,88.00,527.00,23.00,,987,68,114,,,,,,,,,,,,,,9,13,,,99.4,,74.4,0.8,11.3,3.1,1.6,4.4,0.0,1.0,1.8,2.9,3.2,0.3,,,20.1,9.1,,6.0,4.0,25.2,17.1,51.3,69.4,88.5,530.3,23.1,,993.1,68.4,114.7,,,,,,,,,,,,,,9.1,,,,,,28.0,,0.496524751,0.144089167,0.360934792,0.609197167,0.430003048,0.0,,,4.308908119,-0.168158096,2.42210907,1.127872853,0.469929307,1.476919492,-3.212680534,-0.045098003,0.588410911,1.063985585,1.156767319,-1.303138029,,,3.001927565,2.203419869,,1.79795476,1.392489652,3.225071116,2.839408635,3.938020924,4.240301796,4.483532106,6.27339584,3.141689507,,6.900865331,4.225702996,4.74239374,,,,,,,,,,,,,,2.203419869,,
484-1A,,ASIA,"Hansen 1987 gneiss & charnockite Kabbal, central India",73.9,0.29,12.9,2.87,,2.58,,0.43,1.73,0.05,3.46,3.89,,,,,,,,,,98,132,18.00,150.00,,,,,,,,,,,,,,,,,,,,17,0.7,,99.2,,74.5,0.3,13.0,2.9,,2.6,,0.4,1.7,0.1,3.5,3.9,,,,,,,,,,98.8,133.0,18.1,151.2,,,,,,,,,,,,,,,,,,,,17.1,0.7,,,,22.9,,0.650393024,0.158442453,0.192918604,0.518115116,0.563256882,0.3,,,4.310418178,-1.230169006,2.564932661,1.06201738,,0.956434617,,-0.83626472,0.555826759,-2.988026923,1.248973939,1.366114508,,,,,,,,,,4.592672829,4.890507273,2.898077108,5.018340644,,,,,,,,,,,,,,,,,,,,2.840918694,-0.348969594
3234,,Antarctica,"Sheraton, J. W. and L. P. Black (1983). ""GEOCHEMISTRY OF PRECAMBRIAN GNEISSES - RELEVANCE FOR THE EVOLUTION OF THE EAST ANTARCTIC SHIELD."" Lithos 16(4): 273-296",73.90,0.17,13.57,1.38,0.46,1.70,0.03,0.32,1.12,3.94,4.84,0.04,,,4,8,,2,2,13,17,263.0,54,24.00,118.00,11.00,,624,56,103,,,,,,,,,,,,,,35,31,3,,99.6,,74.2,0.2,13.6,1.4,0.5,1.7,0.0,0.3,1.1,4.0,4.9,0.0,,,4.0,8.0,,2.0,2.0,13.0,17.1,264.0,54.2,24.1,118.4,11.0,,626.3,56.2,103.4,,,,,,,,,,,,,,35.1,,,,,,25.1,,0.497194814,0.07460544,0.429122096,0.677719503,0.430583339,0.0,,,4.306402386,-1.768267284,2.611551032,0.325773057,-0.772839231,0.535331413,-3.502868339,-1.135744725,0.117018243,1.374870281,1.580604279,-3.215186267,,,1.389983919,2.0831311,,0.696836739,0.696836739,2.568638916,2.836902902,5.57584359,3.992673605,3.181743388,4.774374183,2.401584831,,6.439839926,4.029041249,4.638418546,,,,,,,,,,,,,,3.55903762,,
28-VI,,Antarctica,"Napier Complex, Antarctica, Depaolo, D. J., W. I. Manton, et al. (1982). ""SM-ND, RB-SR AND U-TH-PB SYSTEMATICS OF GRANULITE FACIES ROCKS FROM FYFE-HILLS, ENDERBY LAND, ANTARCTICA."" Nature 298(5875): 614-618.",73.94,0.37,13.58,3.51,,3.16,0.06,1.48,3.93,2.47,0.38,0.04,,,,50,,55,,,,2.0,116,,38.00,,,,,,,4.7,,,,,,,,,,,,5.7,1.04,0.09,,99.4,,74.4,0.4,13.7,3.5,,3.2,0.1,1.5,4.0,2.5,0.4,0.0,,,,50.3,,55.3,,,,2.0,116.7,,38.2,,,,,,,4.7,,,,,,,,,,,,5.8,1.0,0.1,,,,45.5,,0.540074434,0.28389724,0.17751529,0.447552507,0.46771818,0.1,,,4.309238847,-0.98826738,2.614583016,1.261600931,,1.156018169,-2.8944372,0.398026982,1.37462432,0.910203044,-0.961599132,-3.212890931,,,,3.918007899,,4.013318079,,,,0.714020687,4.759575085,,3.643571054,,,,,,,1.553547403,,,,,,,,,,,,1.749953699,0.045205607,-2.401960715
4708,,Antarctica,"Sheraton, J. W. and L. P. Black (1983). ""GEOCHEMISTRY OF PRECAMBRIAN GNEISSES - RELEVANCE FOR THE EVOLUTION OF THE EAST ANTARCTIC SHIELD."" Lithos 16(4): 273-296",74.00,0.18,14.06,0.85,0.85,1.61,0.02,0.33,2.00,3.91,4.03,0.03,,,6,7,,10,3,22,15,52.0,183,,120.00,4.00,,780,46,58,,,,,,,,,,,,,,18,8,,,100.2,,73.9,0.2,14.0,0.8,0.8,1.6,0.0,0.3,2.0,3.9,4.0,0.0,,,6.0,7.0,,10.0,3.0,22.0,15.0,51.9,182.7,,119.8,4.0,,778.6,45.9,57.9,,,,,,,,,,,,,,18.0,,,,,,26.7,,0.49275108,0.127781813,0.3790305,0.62540604,0.426734953,0.0,,,4.30231832,-1.716545202,2.641587113,-0.164265703,-0.164265703,0.477482914,-3.913769779,-1.110409398,0.691400407,1.3617906,1.392019602,-3.508304671,,,1.790012696,1.944163376,,2.300838319,1.096865515,3.08929568,2.706303428,3.949496945,5.207739379,,4.785744969,1.384547588,,6.657547146,3.826894623,4.058696237,,,,,,,,,,,,,,2.888624984,,
4324,,Antarctica,"Sheraton, J. W. and L. P. Black (1983). ""GEOCHEMISTRY OF PRECAMBRIAN GNEISSES - RELEVANCE FOR THE EVOLUTION OF THE EAST ANTARCTIC SHIELD."" Lithos 16(4): 273-296",74.00,0.17,14.07,1.05,0.55,1.49,0.03,0.41,1.93,4.01,4.07,0.04,,,10,17,,6,3,24,15,148.0,119,5.00,100.00,4.00,,644,33,49,,,,,,,,,,,,,,31,29,4,,100.2,,73.8,0.2,14.0,1.0,0.5,1.5,0.0,0.4,1.9,4.0,4.1,0.0,,,10.0,17.0,,6.0,3.0,23.9,15.0,147.7,118.7,5.0,99.8,4.0,,642.6,32.9,48.9,,,,,,,,,,,,,,30.9,,,,,,32.8,,0.49141686,0.122919584,0.385102366,0.630810796,0.425579485,0.0,,,4.301819716,-1.774202219,2.641799494,0.046544787,-0.600082378,0.399740351,-3.508803275,-0.893843497,0.655274626,1.386545864,1.401397622,-3.221121202,,,2.300339716,2.830967967,,1.789514092,1.096366911,3.175808453,2.705804824,4.994966897,4.776878116,1.607192535,4.602924809,1.384048984,,6.465453349,3.494262184,3.889574921,,,,,,,,,,,,,,3.431741827,,
56-2,,ASIA,"Condie, K. C., G. P. Bowling, et al. (1986). ""ORIGIN OF GRANITES IN AN ARCHEAN HIGH-GRADE TERRANE, SOUTHERN INDIA."" Contributions to Mineralogy and Petrology 92(1): 93-103.",74.00,0.17,13.40,1.27,,1.14,0.02,0.39,1.71,3.22,4.29,0.03,,0.7,14,7,3,5,,25,,63.0,644,3.00,94.00,4.30,0.10,2004,56,78,,,1.90,1.70,,0.19,,,,0.31,0.05,2.50,0.20,16,6.8,0.3,,98.4,,75.2,0.2,13.6,1.3,,1.2,0.0,0.4,1.7,3.3,4.4,0.0,,0.7,14.2,7.1,3.3,5.1,,25.4,,64.0,654.7,3.0,95.6,4.4,0.1,2037.1,56.9,79.3,,,1.9,1.7,,0.2,,,,0.3,0.1,2.5,0.2,16.3,6.9,0.3,,,,37.8,,0.510388062,0.117679488,0.376032884,0.631226915,0.442009028,0.0,,,4.320471485,-1.75555045,2.611661099,0.255423292,,0.14984053,-3.895616614,-0.925202148,0.552899762,1.185787751,1.472693125,-3.490151505,,-0.340268552,2.655463721,1.962316541,1.179557202,1.625844304,,3.235282217,,4.159541118,6.484105118,1.115018681,4.559701174,1.475021415,-2.286178701,7.619306854,4.041758083,4.373115219,,,0.658260278,0.547034643,,-1.644324815,,,,-1.15477659,-2.979325882,0.932697124,-1.593031521,2.788995114,1.933329004,-1.187566412
11,metased,ASIA,"Janardhan et al. 1978 S India, gneiss",74.04,0.26,12.83,0.68,0.44,1.05,0.14,0.44,2.01,3.75,3.76,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.4,,75.3,0.3,13.0,0.7,0.4,1.1,0.1,0.4,2.0,3.8,3.8,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.7,,0.483845524,0.136911483,0.38329063,0.625213392,0.419022515,0.0,,,4.320817556,-1.33086158,2.567998247,-0.369450413,-0.804768484,0.066775897,-1.949900788,-0.804768484,0.71434679,1.337967908,1.340631026,-2.191062845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
695,,North America,"Goldich, S. S., C. E. Hedge, et al. (1980). Archean rocks of the Granite Falls area, southwestern Minnesota. Selected studies of Archean gneisses and Lower Proterozoic rocks, southern Canadian Shield. G. B. Morey and G. N. Hanson, Geological Society of America Special Paper. 182: 19-43.",74.10,0.15,14.30,0.49,0.56,1.00,0.01,0.29,2.16,4.14,3.27,0.02,,,,,,,,,,89.9,245,,,,,720,,,,,,,,,,,,,,,,,,,,99.4,,74.5,0.2,14.4,0.5,0.6,1.0,0.0,0.3,2.2,4.2,3.3,0.0,,,,,,,,,,90.4,246.4,,,,,724.0,,,,,,,,,,,,,,,,,,,,,,34.1,,0.501514427,0.137593462,0.362293774,0.613050987,0.434324234,0.0,,,4.3110222,-1.891513317,2.665866205,-0.70774322,-0.574211827,0.006508261,-4.599563518,-1.232267688,0.77571489,1.426302456,1.190396653,-3.906416337,,,,,,,,,,4.50430461,5.506864879,,,,,6.58485788,,,,,,,,,,,,,,,,,,
385,,North America,"Goldich, S. S., C. E. Hedge, et al. (1980). Archean rocks of the Granite Falls area, southwestern Minnesota. Selected studies of Archean gneisses and Lower Proterozoic rocks, southern Canadian Shield. G. B. Morey and G. N. Hanson, Geological Society of America Special Paper. 182: 19-43.",74.10,0.04,14.50,0.38,0.30,0.64,,0.09,1.18,3.86,5.03,,,,,,,,,,,83.8,383,,,,,2460,,,,,,,,,,,,,,,,,,,,99.4,,74.5,0.0,14.6,0.4,0.3,0.6,,0.1,1.2,3.9,5.1,,,,,,,,,,,84.3,385.1,,,,,2473.8,,,,,,,,,,,,,,,,,,,,,,20.0,,0.510926806,0.075525647,0.414946058,0.670409461,0.442475594,0.0,,,4.311011923,-3.213279434,2.67974504,-0.961987636,-1.198376414,-0.437688972,,-2.402349218,0.171110829,1.356263574,1.621016375,,,,,,,,,,,4.434029398,5.95363138,,,,,7.81351302,,,,,,,,,,,,,,,,,,
72,,Africa,Jaeckel 1997 Limpopo granitoids,74.11,0.01,14.11,0.55,0.66,1.15,0.03,0.17,1.59,2.64,5.97,0.03,,,3,9,122,,9,5,16,118,79,15.00,40.00,1.00,,370,,,,,,,,,,,,,,,,,,,,99.8,,74.2,0.0,14.1,0.6,0.7,1.2,0.0,0.2,1.6,2.6,6.0,0.0,,,3.0,9.0,122.2,,9.0,5.0,16.0,118.2,79.1,15.0,40.1,1.0,,370.7,,,,,,,,,,,,,,,,,,,,,,20.8,,0.507517626,0.104072722,0.388872758,0.642631571,0.439523157,0.0,,,4.307403291,-4.603317371,2.648736581,-0.595984185,-0.413662629,0.145857917,-3.504705082,-1.770104027,0.465586832,0.972631733,1.788599743,-3.504705082,,,1.100465104,2.199077393,4.80587386,,2.199077393,1.611290728,2.774441538,4.77253744,4.371300668,2.709903017,3.69073227,0.001852815,,5.915355821,,,,,,,,,,,,,,,,,,
111,,Africa,Kroener et al. (1999) Limpopo granitoids,74.18,0.2,13.72,0.48,0.66,1.09,0.02,0.4,2.19,2.93,4.48,0.07,,,8,4,96,,6,30,,8,359,8.00,131.00,4.00,,1368,,,,,,,,,,,,,,,,,,,,99.3,,74.7,0.2,13.8,0.5,0.7,1.1,0.0,0.4,2.2,3.0,4.5,0.1,,,8.1,4.0,96.7,,6.0,30.2,,8.1,361.6,8.1,131.9,4.0,,1377.9,,,,,,,,,,,,,,,,,,,,,,39.5,,0.502704782,0.14563168,0.353465229,0.60481762,0.435355112,0.0,,,4.313701439,-1.602231045,2.626061489,-0.726762308,-0.408308577,0.095129829,-3.904816138,-0.909083865,0.791108411,1.08220929,1.506829914,-2.65205317,,,2.086648409,1.393501228,4.571555059,,1.798966336,3.408404249,,2.086648409,5.890529256,2.086648409,4.88240419,1.393501228,,7.228311965,,,,,,,,,,,,,,,,,,
4074,,Antarctica,"Sheraton, J. W. and L. P. Black (1983). ""GEOCHEMISTRY OF PRECAMBRIAN GNEISSES - RELEVANCE FOR THE EVOLUTION OF THE EAST ANTARCTIC SHIELD."" Lithos 16(4): 273-296",74.20,0.16,13.83,0.93,0.68,1.52,0.03,0.36,1.70,3.72,4.19,0.04,,,14,7,,,3,26,15,97.0,115,2.00,111.00,1.00,,788,34,48,,,,,,,,,,,,,,25,20,2,,99.7,,74.4,0.2,13.9,0.9,0.7,1.5,0.0,0.4,1.7,3.7,4.2,0.0,,,14.0,7.0,,,3.0,26.1,15.0,97.2,115.3,2.0,111.3,1.0,,790.0,34.1,48.1,,,,,,,,,,,,,,25.1,,,,,,29.7,,0.501847396,0.112217803,0.386568562,0.63749226,0.434612594,0.0,,,4.309299221,-1.830046393,2.629375216,-0.070035622,-0.38312741,0.419147153,-3.504022827,-1.019116177,0.533163322,1.316258739,1.435235805,-3.216340754,,,2.6415924,1.94844522,,,1.101147359,3.260631609,2.710585272,4.577246049,4.747467199,0.695682251,4.712065272,0.002535071,,6.67203316,3.528895595,3.873736081,,,,,,,,,,,,,,3.221410895,,
3229,,Antarctica,"Sheraton, J. W. and L. P. Black (1983). ""GEOCHEMISTRY OF PRECAMBRIAN GNEISSES - RELEVANCE FOR THE EVOLUTION OF THE EAST ANTARCTIC SHIELD."" Lithos 16(4): 273-296",74.20,0.04,13.87,0.79,0.27,0.98,0.02,0.12,0.88,3.99,5.68,0.03,,,,6,,3,2,8,15,205.0,65,11.00,55.00,,,496,46,71,,,,,,,,,,,,,,39,4,,,99.8,,74.3,0.0,13.9,0.8,0.3,1.0,0.0,0.1,0.9,4.0,5.7,0.0,,,,6.0,,3.0,2.0,8.0,15.0,205.4,65.1,11.0,55.1,,,496.9,46.1,71.1,,,,,,,,,,,,,,39.1,,,,,,17.9,,0.492309261,0.056837989,0.451325974,0.697480605,0.426352326,0.0,,,4.308657521,-3.216982454,2.631621606,-0.233828962,-1.307439949,-0.017450521,-3.910129634,-2.118370165,-0.12594,1.385684602,1.738844604,-3.504664526,,,,1.793652841,,1.10050566,0.695040552,2.081334913,2.709943572,5.32490335,4.176280641,2.399788644,4.009226557,,,6.208469298,3.830534768,4.264573248,,,,,,,,,,,,,,3.665455017,,
M19,,Europe,"Pride, C. and G. K. Muecke (1980). ""RARE-EARTH ELEMENT GEOCHEMISTRY OF THE SCOURIAN COMPLEX NW SCOTLAND - EVIDENCE FOR THE GRANITE-GRANULITE LINK."" Contributions to Mineralogy and Petrology 73(4): 403-412.",74.22,0.11,14.36,0.7,0.29,0.92,0.01,0.37,1.47,3.85,4.3,0.03,,1.13,,,,,,,,,,,,,,,14.1,19.2,,,0.58,0.8,,0.1,,,,0.21,0.03,1.9,,,2.33,,,99.6,,74.5,0.1,14.4,0.7,0.3,0.9,0.0,0.4,1.5,3.9,4.3,0.0,,1.1,,,,,,,,,,,,,,,14.2,19.3,,,0.6,0.8,,0.1,,,,0.2,0.0,1.9,,,2.3,,,,,41.8,,0.513075734,0.095497687,0.39232798,0.648865847,0.444336619,0.0,,,4.310641556,-2.203667013,2.668054464,-0.353067043,-1.234266455,-0.079925894,-4.601562285,-0.990644373,0.388870301,1.351681049,1.462222923,-3.502949997,,0.125825533,,,,,,,,,,,,,,,2.649782698,2.95851818,,,-0.541119275,-0.219535651,,-2.298977192,,,,-1.557039848,-3.502949997,0.645461787,,,0.849476168,
GR0050,,Greenland,"Manning, C.E., Mojzsis, S.J. and Harrison, T.M., 2006. Geology, age and origin of supracrustal rocks at Akilia, West Greenland. American Journal of Science, 306(5): 303-366.",74.24,0.09,15.10,,0.97,0.97,0.02,0.29,3.35,5.20,0.38,0.04,,,,,,,,,,,220.00,3.00,75.00,2.00,,,13.20,25.00,,9.00,1.46,0.65,,0.20,,,,,,,,,,,,99.7,,74.5,0.1,15.1,,1.0,1.0,0.0,0.3,3.4,5.2,0.4,0.0,,,,,,,,,,,220.7,3.0,75.2,2.0,,,13.2,25.1,,9.0,1.5,0.7,,0.2,,,,,,,,,,,,,,34.8,,0.501315635,0.202253731,0.297231913,0.547889731,0.434152076,0.0,,,4.310508219,-2.404740478,2.717899875,,-0.027254077,-0.027254077,-3.908817874,-1.234669225,1.212165477,1.651863757,-0.964378895,-3.215670694,,,,,,,,,,,5.396832677,1.10181742,4.320693244,0.696352312,,,2.583421961,3.222080956,,2.200429708,0.381641567,-0.427577785,,-1.606232781,,,,,,,,,,
G 79,,ASIA,"Jahn, B. M. and Z. Q. Zhang (1984). ""ARCHEAN GRANULITE GNEISSES FROM EASTERN HEBEI PROVINCE, CHINA - RARE-EARTH GEOCHEMISTRY AND TECTONIC IMPLICATIONS."" Contributions to Mineralogy and Petrology 85(3): 224-243.",74.30,0.50,11.55,5.88,,5.29,0.05,0.42,2.91,3.54,0.61,0.05,,,12,145,7,14,,,,1.8,363,6.00,431.00,6.00,,376,11.44,19.8,,6.40,0.59,0.30,0.35,,0.22,,0.13,0.14,0.03,,,,,,,99.2,,74.9,0.5,11.6,5.9,,5.3,0.1,0.4,2.9,3.6,0.6,0.1,,,12.1,146.1,7.1,14.1,,,,1.8,366.0,6.0,434.4,6.0,,379.0,11.5,20.0,,6.5,0.6,0.3,0.3,,0.2,,0.1,0.1,0.0,,,,,,,,,12.4,,0.496895838,0.227130813,0.277928785,0.526376703,0.430324419,0.0,,,4.315933226,-0.685324906,2.454507711,1.779379036,,1.673796274,-2.987909999,-0.859678293,1.075975356,1.271949002,-0.486474047,-2.987909999,,,2.492728924,4.984556017,1.953732423,2.646879604,,,,0.584435639,5.902500553,1.799581744,6.073930364,1.799581744,,5.937411418,2.44493826,2.993504212,,1.864120265,-0.519810468,-1.19282274,-1.056388588,,-1.506305458,,-2.009583876,-1.937088374,-3.498735623,,,,,
3407,,Antarctica,"Sheraton, J. W. and L. P. Black (1983). ""GEOCHEMISTRY OF PRECAMBRIAN GNEISSES - RELEVANCE FOR THE EVOLUTION OF THE EAST ANTARCTIC SHIELD."" Lithos 16(4): 273-296",74.30,0.73,9.90,0.69,1.48,2.10,0.02,5.48,1.78,3.90,0.79,0.02,,,18,7,,19,5,29,12,12.0,70,38.00,568.00,24.00,,240,47,72,,,,,,,,,,,,,,9,2,,,99.0,,75.0,0.7,10.0,0.7,1.5,2.1,0.0,5.5,1.8,3.9,0.8,0.0,,,18.2,7.1,,19.2,5.0,29.3,12.1,12.1,70.7,38.4,573.6,24.2,,242.4,47.5,72.7,,,,,,,,,,,,,,9.1,,,,,,82.3,,0.487383545,0.158807862,0.356266609,0.599958382,0.422086531,0.0,,,4.317950583,-0.304871114,2.302374388,-0.361224051,0.401881719,0.752187367,-3.902183375,1.710944732,0.586452995,1.370816184,-0.225882703,-3.902183375,,,2.900211389,1.95574978,,2.95427861,1.619277543,3.377135461,2.494746281,2.494746281,4.258334873,3.647425791,6.35196105,3.187893461,,5.490478554,3.859987232,4.28650575,,,,,,,,,,,,,,2.207064208,,
609,,North America,"Goldich, S. S., C. E. Hedge, et al. (1980). Archean rocks of the Granite Falls area, southwestern Minnesota. Selected studies of Archean gneisses and Lower Proterozoic rocks, southern Canadian Shield. G. B. Morey and G. N. Hanson, Geological Society of America Special Paper. 182: 19-43.",74.30,0.15,14.30,0.57,0.43,0.94,0.02,0.20,1.53,4.61,3.39,0.05,,,,,,,,,,71.7,339,,,,,715,,,,,,,,,,,,,,,,,,,,99.5,,74.7,0.2,14.4,0.6,0.4,0.9,0.0,0.2,1.5,4.6,3.4,0.1,,,,,,,,,,72.1,340.7,,,,,718.6,,,,,,,,,,,,,,,,,,,,,,27.4,,0.505689127,0.098301088,0.397280665,0.650125228,0.43793963,0.0,,,4.313194994,-1.892035943,2.665343579,-0.557034876,-0.838886028,-0.053725853,-3.906938964,-1.604353871,0.430351777,1.533311899,1.225913963,-2.990648232,,,,,,,,,,4.277574789,5.831084149,,,,,6.577366585,,,,,,,,,,,,,,,,,,
3064,,Antarctica,"Sheraton, J. W. and L. P. Black (1983). ""GEOCHEMISTRY OF PRECAMBRIAN GNEISSES - RELEVANCE FOR THE EVOLUTION OF THE EAST ANTARCTIC SHIELD."" Lithos 16(4): 273-296",74.30,0.09,13.30,1.16,0.67,1.71,0.04,0.17,1.33,3.71,4.56,,,,2,3,,,3,25,14,120.0,101,42.00,82.00,2.00,,1410,39,56,,,,,,,,,,,,,,36,46,4,,99.2,,74.9,0.1,13.4,1.2,0.7,1.7,0.0,0.2,1.3,3.7,4.6,,,,2.0,3.0,,,3.0,25.2,14.1,121.0,101.8,42.3,82.6,2.0,,1421.2,39.3,56.4,,,,,,,,,,,,,,36.3,,,,,,15.0,,0.498721407,0.090479119,0.412772779,0.662133483,0.431905408,0.0,,,4.316004343,-2.400052218,2.595657426,0.156313396,-0.392584176,0.546587846,-3.210982434,-1.764063451,0.293072333,1.318925268,1.525216015,,,,0.701040572,1.10650568,,,1.10650568,3.226769216,2.646950721,4.795385134,4.623013908,3.745563009,4.414612638,0.701040572,,7.259238374,3.671455037,4.033245082,,,,,,,,,,,,,,3.591412329,,
4667,,Antarctica,"Sheraton, J. W. and L. P. Black (1983). ""GEOCHEMISTRY OF PRECAMBRIAN GNEISSES - RELEVANCE FOR THE EVOLUTION OF THE EAST ANTARCTIC SHIELD."" Lithos 16(4): 273-296",74.30,0.35,12.06,1.46,1.24,2.55,0.02,0.35,1.42,2.79,5.03,0.06,,,16,16,,8,24,28,17,167.0,60,51.00,191.00,10.00,,511,49,83,,,,,,,,,,,,,,13,5,,,98.9,,75.1,0.4,12.2,1.5,1.3,2.6,0.0,0.4,1.4,2.8,5.1,0.1,,,16.2,16.2,,8.1,24.3,28.3,17.2,168.8,60.6,51.5,193.1,10.1,,516.5,49.5,83.9,,,,,,,,,,,,,,13.1,,,,,,19.6,,0.491046487,0.104736971,0.406895444,0.652418687,0.425258732,0.0,,,4.318831128,-1.039101948,2.500614368,0.389156612,0.225831556,0.948266597,-3.901302829,-1.039101948,0.361377048,1.036761772,1.62614016,-2.80269054,,,2.783308899,2.783308899,,2.090161718,3.188774007,3.342924686,2.84393352,5.128713989,4.105064739,3.942545809,5.262993604,2.313305269,,6.247089767,3.902540474,4.429560784,,,,,,,,,,,,,,2.575669534,,
54 GR,,North America,"Goldich, S. S., C. E. Hedge, et al. (1980). Archean rocks of the Granite Falls area, southwestern Minnesota. Selected studies of Archean gneisses and Lower Proterozoic rocks, southern Canadian Shield. G. B. Morey and G. N. Hanson, Geological Society of America Special Paper. 182: 19-43.",74.38,0.09,14.15,0.24,0.47,0.69,0.01,0.24,1.70,3.75,4.33,0.01,,,,,,,,,,123,259,,,,,940,,,,,,,,,,,,,,,,,,,,99.3,,74.9,0.1,14.2,0.2,0.5,0.7,0.0,0.2,1.7,3.8,4.4,0.0,,,,,,,,,,123.8,260.7,,,,,946.2,,,,,,,,,,,,,,,,,,,,,,38.4,,0.504943074,0.110137162,0.386560141,0.639031678,0.43729353,0.0,,,4.315749051,-2.401383646,2.656276587,-1.420554393,-0.748460622,-0.370385662,-4.598608223,-1.420554393,0.537190214,1.328317803,1.472129505,-4.598608223,,,,,,,,,,4.818746318,5.563390024,,,,,6.852441838,,,,,,,,,,,,,,,,,,
3075,,Antarctica,"Sheraton, J. W. and L. P. Black (1983). ""GEOCHEMISTRY OF PRECAMBRIAN GNEISSES - RELEVANCE FOR THE EVOLUTION OF THE EAST ANTARCTIC SHIELD."" Lithos 16(4): 273-296",74.40,0.32,10.70,0.90,3.20,4.01,0.03,1.45,0.19,1.71,6.10,0.02,,,2,15,,,5,87,16,175.0,68,20.00,745.00,23.00,,2960,97,153,,,,,,,,,,,,,,42,60,4,,98.9,,75.2,0.3,10.8,0.9,3.2,4.1,0.0,1.5,0.2,1.7,6.2,0.0,,,2.0,15.2,,,5.1,87.9,16.2,176.9,68.7,20.2,753.1,23.2,,2992.0,98.0,154.7,,,,,,,,,,,,,,42.5,,,,,,39.2,,0.525184326,0.016899301,0.460600119,0.723192282,0.454822968,0.0,,,4.320215418,-1.128674807,2.381003218,-0.09460104,1.173910286,1.399505829,-3.495798421,0.382323033,-1.649971731,0.547252847,1.819048247,-3.901263529,,,0.703906657,2.718809677,,,1.620197389,4.476667595,2.783348198,5.17554545,4.230267181,3.00649175,6.624143695,3.146253692,,8.003704023,4.585470455,5.041197398,,,,,,,,,,,,,,3.748429094,,
464 F,,North America,"Goldich, S. S., C. E. Hedge, et al. (1980). Archean rocks of the Granite Falls area, southwestern Minnesota. Selected studies of Archean gneisses and Lower Proterozoic rocks, southern Canadian Shield. G. B. Morey and G. N. Hanson, Geological Society of America Special Paper. 182: 19-43.",74.50,0.16,14.10,0.62,1.10,1.66,0.02,0.50,2.78,4.43,1.67,0.04,,,,,,,,,,25.8,292,,,,,670,,,,,,,,,,,,,,,,,,,,99.9,,74.6,0.2,14.1,0.6,1.1,1.7,0.0,0.5,2.8,4.4,1.7,0.0,,,,,,,,,,25.8,292.4,,,,,671.0,,,,,,,,,,,,,,,,,,,,,,35.0,,0.499227552,0.179154181,0.321973829,0.571587604,0.432343742,0.0,,,4.312221376,-1.831159213,2.647597048,-0.47661355,0.096732431,0.506959516,-3.910600755,-0.69172493,1.023873179,1.489821835,0.514245877,-3.217453574,,,,,,,,,,3.251796743,5.678176053,,,,,6.508699963,,,,,,,,,,,,,,,,,,
