Archean/ Proterozoic,Reference,Sample #,Craton/Orogenic Belt,Detailed Location,"Lithology, mineralogy, or other notes (if available)",SiO2,TiO2,Al2O3,FeOT,MnO,MgO,CaO,Na2O,K2O,P2O5,Cr2O3,B2O3,SrO,BaO,Total,,FeO+MgO+TiO2,Mg#,FeO/(FeO+MgO),MALI,ASI,Al2O3/TiO2,CaO/Na2O,Rb/Sr,Rb/Ba,,Na,K,Ca,Al,Si,M,ln(Dzrc-melt),"Zrc. Sat. T (Miller et al., 2003) - ºC","Zrc. Sat. T (Boehnke et al., 2013) - ºC",,S,F,B,Sn,Li,Be,Cs,Rb,Sr,Ba,Ta,Th,U,Pb,Zr,Hf,Nb,Y,Sc,V,Cr,Co,Ni,Cu,Zn,Ga,Mo,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu
A,"Breaks et al., 2003, Ontario Geol. Surv. OFR 6070 and MRD 11.",01-JBS-32-09,"Superior Province, Ontario","Sioux Look Out Terrane, Ghost Lake Batholith, Ghost West Road",tourmaline garnet mus potassic pegmatite,74.77696109,0.020144655,15.97471179,0.344389404,0.030216983,0.060433966,0.594267336,4.613126102,3.545459362,0.040289311,,,,,100,,0.424968026,23.82828973,0.850715223,7.564318128,1.340359712,793,0.128820961,1.017647059,0.350912779,,0.148858538,0.075275146,0.010596778,0.313352526,1.244416061,0.62913952,10.81174611,629.1678213,579.0153361,,,,,                ,36,                ,10.7,208,25.05,31,2.03,3.81,2.89,19,10,0.72,18.82,10.32,3,                ,16,                ,                ,                ,16,42,                ,2.87,6.33,0.76,2.67,1.13,0.06,1.33,0.29,1.69,0.28,0.74,0.12,0.75,0.099
A,"Breaks et al., 2003, Ontario Geol. Surv. OFR 6070 and MRD 11.",01-FWB-121-01,"Superior Province, Ontario","Sioux Look Out Terrane, Gibi Metasediments, Graphic Lake Area",gar-mus layered aplite-potassic pegmatite,76.84026509,0.020154824,15.06573066,0.707261381,0.272090119,0.070541883,0.151161177,3.103842839,3.738719784,0.030232235,,,,,100,,0.797958087,15.09603579,0.909306265,6.691401446,1.628054984,747.5,0.048701299,1.017647059,0.350912779,,0.100156271,0.079378339,0.002695456,0.295522375,1.278752955,0.489350274,9.856234668,702.4831904,667.6645914,,,,,10,33,4,24.527,672,15,35,15.77,4.49,6.94,11,26,2.15,108.7,14.83,2,                ,19,                ,                ,                ,34,64,                ,2.26,6.25,0.85,3.24,1.64,0.04,1.92,0.48,2.48,0.32,0.85,0.15,1.12,0.159
A,"Breaks et al., 2003, Ontario Geol. Surv. OFR 6070 and MRD 11.",01-FWB-123-01,"Superior Province, Ontario","Sioux Look Out Terrane, Gibi Metasediments, Graphic Lake Area","muscovite potassic pegmatite, oxides",74.54337972,,14.95090446,0.55185206,0.261414604,,0.211142565,5.53997872,3.870947018,0.070380855,,,,,100,,0.55185206,,,9.199783173,1.114835384,,0.038112523,1.017647059,0.350912779,,0.178766658,0.082185712,0.003765024,0.293269997,1.240528869,0.737974474,9.895455381,684.3394229,639.8242792,,,,,17,24,50,42.405,991,59,60,27.74,4.46,7.11,7,25,2.71,66.18,5.72,                ,                ,18,                ,                ,                ,93,54,                ,1.73,4.68,0.66,2.54,1.32,0.09,1.19,0.22,0.97,0.13,0.37,0.06,0.57,0.089
A,"Breaks et al., 2003, Ontario Geol. Surv. OFR 6070 and MRD 11.",01-FWB-122-01,"Superior Province, Ontario","Sioux Look Out Terrane, Gibi Metasediments, Graphic Lake Area",tourmaline-muscovite potassic pegmatite,72.96979787,0.010091246,15.98453324,0.853510702,0.121094949,0.030273737,0.161459932,5.822648786,3.996133309,0.050456229,,,,,100,,0.893875685,5.946995193,0.965745338,9.657322164,1.142559946,1584,0.027729636,1.017647059,0.350912779,,0.187887989,0.084843595,0.0028791,0.313545179,1.214341785,0.731422307,10.28111786,658.0678781,609.6780885,,,,,69,13,10,13.628,626,38,34,24.43,5.63,4.96,6,17,1.77,91.37,9.59,1,                ,11,                ,                ,                ,31,61,                ,2.91,8.01,1.12,4.42,1.98,0.15,1.75,0.33,1.79,0.26,0.71,0.13,0.99,0.147
A,"Breaks et al., 2003, Ontario Geol. Surv. OFR 6070 and MRD 11.",01-FWB-35-07,"Superior Province, Ontario","Sioux Look Out Terrane, Hughes Creek pluton, Laval Township",bio garnet mus potassic pegmatite,74.16886855,0.02028689,15.75276981,0.67538829,0.071004114,0.040573779,0.324590234,5.548464318,3.367623681,0.030430334,,,,,100,,0.736248959,9.673325554,0.943329708,8.591497765,1.208860322,776.5,0.058500914,1.017647059,0.350912779,,0.179040475,0.071499441,0.005787986,0.308999016,1.234296365,0.687253246,9.895455381,687.4132464,644.7019636,,,,,16,86,4,11.63,541,5.42,                ,3.95,4.27,1.22,9,25,2.2,60.72,13.78,3,                ,23,                ,                ,                ,75,63,                ,2.17,5.61,0.68,2.33,1.14,0.04,1.45,0.33,2.07,0.38,1.1,0.18,1.35,0.179
A,"Breaks et al., 2003, Ontario Geol. Surv. OFR 6070 and MRD 11.",01-FWB-35-03,"Superior Province, Ontario","Sioux Look Out Terrane, Hughes Creek pluton, Laval Township",garnet-muscovite fg leucogranite,74.92432431,0.020197958,15.7342091,0.363474369,0.060593873,,0.484750986,7.069285216,1.292669297,0.050494894,,,,,100,,0.383672326,,,7.877203526,1.173445606,779,0.068571429,1.017647059,0.350912779,,0.228115044,0.027445208,0.008643919,0.308634937,1.246868436,0.709014638,9.81849434,691.6131997,649.032729,,,,,                ,39,5,4.04,135,6.94,                ,5.22,8.05,2.37,10,27,2.28,38.51,16.68,2,                ,14,                ,                ,                ,43,48,                ,4.65,10.48,1.38,4.46,1.94,0.03,2.15,0.47,2.59,0.44,1.25,0.2,1.26,0.168
A,"Breaks et al., 2003, Ontario Geol. Surv. OFR 6070 and MRD 11.",01-JBS-32-07,"Superior Province, Ontario","Sioux Look Out Terrane, Sioux Lookout Area, Laval Lake Pluton",biotite  granite,74.35879285,0.040069402,14.87576551,0.838247283,0.090156155,0.100173505,0.520902227,3.926801401,5.188987565,0.060104103,,,,,100,,0.97849019,17.56206791,0.893253105,8.594886739,1.192193219,371.25,0.132653061,1.017647059,0.350912779,,0.126711888,0.110169587,0.009288556,0.291796107,1.237457029,0.707474656,9.648595303,704.1265208,663.7070661,,,,,                ,35,                ,12.59,256,33,121,1.25,6.16,3.59,38,32,1.59,11.16,10.61,2,                ,16,                ,                ,                ,29,30,                ,6.79,14.83,1.8,5.93,1.84,0.08,1.85,0.33,1.81,0.32,0.91,0.14,0.8,0.117
A,"Breaks et al., 2003, Ontario Geol. Surv. OFR 6070 and MRD 11.",01-FWB-45-01,"Superior Province, Ontario","Sioux Look Out Terrane, Sioux Lookout Area, Laval Lake Pluton",muscovite fg leucogranite,75.32297321,0.039985653,14.39483496,0.485706923,0.019992826,0.059978479,0.729738161,4.398421793,4.528375165,0.019992826,,,,,100,,0.585671054,18.04185275,0.890085975,8.197058797,1.126672557,360,0.165909091,1.017647059,0.350912779,,0.141930358,0.096143846,0.013012449,0.282362396,1.253502633,0.746164902,9.503413293,712.5117949,672.4981893,,,,,                ,58,                ,7.82,328,35.3,64,1.95,11.63,7.53,45,37,2.16,16.07,21.69,3,                ,18,                ,                ,                ,29,30,                ,6.98,15.24,1.85,6.69,2.15,0.12,2.59,0.51,3.26,0.65,1.97,0.29,1.79,0.283
A,"Breaks et al., 2003, Ontario Geol. Surv. OFR 6070 and MRD 11.",01-JBS-72-02,"Superior Province, Ontario","Sioux Look Out Terrane, Medicine Lake, Kenora Area, Medicine Lake Pegmatitic Grantie",muscovite-biotite potassic pegmatite,76.03720435,,14.06678204,0.444264648,0.030229474,0.020152983,0.332524217,4.756103956,4.29258535,0.020152983,,,,,100,,0.46441763,7.481584945,0.956605905,8.716165089,1.103422302,,0.069915254,1.017647059,0.350912779,,0.153472215,0.091137693,0.005929462,0.275927463,1.265388656,0.734540473,10.71643593,629.5289411,577.0832128,,,,,                ,49,                ,7.289,556,7,                ,0.63,6.03,6.38,28,11,0.89,25.08,18.85,5,                ,10,                ,                ,                ,81,38,                ,6.92,16.7,2.03,6.68,2.82,0.01,2.81,0.58,3.22,0.52,1.33,0.21,1.35,0.186
A,"Breaks et al., 2003, Ontario Geol. Surv. OFR 6070 and MRD 11.",01-FWB-73,"Superior Province, Ontario","Sioux Look Out Terrane, Medicine Lake, Kenora Area, Medicine Lake Pegmatitic Grantie",bio mus fine-grained leucogranite,72.05575163,,15.47613154,2.207202291,0.349010698,0.06980214,0.388897635,4.586997751,4.846262842,0.019943468,,,,,100,,2.277004431,5.336738324,0.96934475,9.044362957,1.179500484,,0.084782609,1.017647059,0.350912779,,0.148015416,0.102893054,0.006934694,0.303572608,1.199130498,0.727365394,9.558983144,709.5391514,669.520647,,,,,                ,56,                ,17.5,465,7,27,3.01,6.83,12.11,50,35,2.64,25.07,95.85,27,                ,16,                ,                ,                ,43,32,                ,4.92,11.91,1.38,4.72,2.05,0.01,4.41,1.67,13.68,2.73,8.15,1.47,10.42,1.515
A,"Breaks et al., 2003, Ontario Geol. Surv. OFR 6070 and MRD 11.",01-FWB-72,"Superior Province, Ontario","Sioux Look Out Terrane, Medicine Lake, Kenora Area, Medicine Lake Pegmatitic Grantie",bio mus garnet fg leucogranite,73.64045661,,15.0233714,0.771928754,0.129683817,0.029927035,0.399027129,4.379322738,5.606331159,0.019951356,,,,,100,,0.801855789,6.464442182,0.962677784,9.586626769,1.103753534,,0.091116173,1.017647059,0.350912779,,0.141314061,0.119030386,0.00711532,0.294691475,1.22550269,0.760290014,9.264183604,729.926871,692.6329244,,,,,                ,71,                ,20.97,539,8,                ,1.99,13.56,11.97,60,47,3.43,16.25,47.86,8,                ,11,                ,                ,                ,38,31,                ,7.7,18.79,2.51,8.85,3.43,0.01,4.2,1.02,6.98,1.41,4.38,0.76,5.61,0.872
A,"Breaks et al., 2003, Ontario Geol. Surv. OFR 6070 and MRD 11.",01-FWB-118-05,"Superior Province, Ontario","Sioux Look Out Terrane, Temple Bay (Eagle Lake) area, Temple Bay Pluton",biotite-muscovite potassic pegmatite,74.45024979,0.010154153,15.7490913,0.52991722,0.081233224,0.020308306,0.456936885,4.731835298,3.929657211,0.040616612,,,,,100,,0.560379679,6.394889903,0.963090942,8.204555623,1.269665869,1551,0.096566524,1.017647059,0.350912779,,0.152689103,0.083432213,0.008147947,0.30892686,1.238979028,0.65947652,10.406281,653.7848261,606.4739829,,,,,                ,42,                ,7.478,335,8,                ,3.17,7.96,6.09,16,15,1.04,23.53,19.44,4,                ,13,                ,                ,                ,17,44,                ,4.5,10.1,1.24,4.12,1.69,0.04,2.13,0.54,3.46,0.55,1.61,0.29,2.43,0.348
A,"Breaks et al., 2003, Ontario Geol. Surv. OFR 6070 and MRD 11.",01-FWB-118-03,"Superior Province, Ontario","Sioux Look Out Terrane, Temple Bay (Eagle Lake) area, Temple Bay Pluton",garnet-muscovite granite,74.48727622,0.010139842,15.71675444,0.538293973,0.081118733,0.010139842,0.466432713,4.745445858,3.903839007,0.040559366,,,,,100,,0.558573656,3.248893247,0.981511276,8.182852153,1.266737659,1550,0.098290598,1.017647059,0.350912779,,0.153128295,0.082884055,0.008317274,0.308292555,1.239595211,0.661105916,10.406281,653.6925878,606.329325,,,,,                ,73,4,32.178,429,9,                ,2.14,7.72,4.37,15,15,1.24,18.27,32.66,4,                ,16,                ,                ,                ,22,40,                ,6.38,14.61,1.8,6.16,2.43,0.03,3.11,0.78,5.36,0.94,2.9,0.51,3.93,0.582
A,"Breaks et al., 2003, Ontario Geol. Surv. OFR 6070 and MRD 11.",01-FWB-94,"Superior Province, Ontario","S. boundary zone English River subprovince, Linklater Lake Pegmatites, Armstrong Area",Garnet-muscovite potassic peg,78.07476572,0.020055167,13.49712749,0.31579167,0.050137918,0.050137918,0.230634422,5.033846955,2.557033812,0.170468921,,,,,100,,0.385984755,22.05953937,0.862984794,7.360246345,1.221044678,673,0.045816733,1.017647059,0.350912779,,0.162434558,0.054289465,0.004112597,0.264753384,1.29929715,0.653934846,10.34174248,658.420237,611.9400491,,,,,14,7,110,44.85,233,64,192,70.64,0.52,2.06,7,16,1.59,38.3,1.68,                ,                ,13,                ,                ,                ,9,26,                ,0.54,1.33,0.16,0.6,0.19,0.06,0.22,0.04,0.25,0.06,0.17,0.02,0.18,0.028
A,"Breaks et al., 2003, Ontario Geol. Surv. OFR 6070 and MRD 11.",01-FWB-93-03,"Superior Province, Ontario","S. boundary zone English River subprovince, Linklater Lake Pegmatites, Armstrong Area",Muscovite granite,73.17056295,,15.55570722,0.43739732,0.030382241,0.020254827,0.648154468,5.134598673,4.263641108,0.73930119,,,,,100,,0.457652147,7.625565607,0.955741872,8.750085313,1.218730601,,0.126232742,1.017647059,0.350912779,,0.165685662,0.090523166,0.011557676,0.305133527,1.217682858,0.751768996,10.62942456,634.1232806,581.9039285,,,,,40,15,66,14.62,510,49,83,8.45,0.38,4.82,14,12,1.01,35.84,5.72,                ,                ,10,                ,                ,5,27,43,                ,2.63,5.77,0.78,3.4,0.84,0.25,1.05,0.16,0.93,0.18,0.4,0.05,0.24,0.029
A,"Breaks et al., 2003, Ontario Geol. Surv. OFR 6070 and MRD 11.",01-FWB-93-05,"Superior Province, Ontario","S. boundary zone English River subprovince, Linklater Lake Pegmatites, Armstrong Area",Muscovite granite,73.19588114,,16.15816475,0.317639059,0.02017249,,0.29250111,4.659845265,4.912001394,0.443794787,,,,,100,,0.317639059,,,9.27934555,1.270713193,,0.062770563,1.017647059,0.350912779,,0.150366094,0.104288777,0.005215783,0.316951054,1.218104196,0.686611176,11.50489329,584.6475879,527.7144228,,,,,74,11,74,23.09,599,32,49,34.32,0.31,4.69,21,5,0.81,58.79,1.85,                ,                ,16,                ,                ,6,20,41,                ,1.86,3.21,0.5,2.2,0.45,0.11,0.46,0.06,0.28,0.05,0.11,0.01,0.07,0.007
A,"Breaks et al., 2003, Ontario Geol. Surv. OFR 6070 and MRD 11.",01-FWB-13,"Superior Province, Ontario","Uchi-English River Subprovince Boundary Zone, Allison Lake batholith, Allison Lake",biotite granite,72.82756546,0.171335263,15.13797444,1.351202497,0.030235635,0.382984706,1.199346843,4.60589502,4.222910314,0.070549814,,,,,100,,1.905522466,33.56700903,0.779156076,7.629458491,1.150884309,88.35294118,0.260393873,1.017647059,0.350912779,,0.148625202,0.089658393,0.021386356,0.296939475,1.211974796,0.780965432,8.135255381,824.8086822,806.6289482,,,,,,92,                ,11.14,180.13,190.49,,1.32,20.83,3.07,,145.34,3.89,12.51,6.34,2,9,,                ,                ,                ,116,,                ,36.65,66.13,6.7,20.12,3.01,0.51,1.82,0.25,1.23,0.2,0.54,0.08,0.46,0.071
A,"Breaks et al., 2003, Ontario Geol. Surv. OFR 6070 and MRD 11.",01-FWB-26,"Superior Province, Ontario","Uchi-English River Subprovince Boundary Zone, Allison Lake batholith, Allison Lake",garnet-muscovite granite,74.15744187,0.059925206,15.08117673,0.763859604,0.039950137,0.149813014,0.808990275,4.144826717,4.694141102,0.099875343,,,,,100,,0.973597823,25.90540442,0.836032063,8.029977544,1.205060003,251.6666667,0.195180723,1.017647059,0.350912779,,0.133747232,0.099663293,0.014425647,0.295825358,1.234106205,0.718368258,9.116314007,744.4467703,711.1122056,,,,,,134,                ,23.266,264.61,104.7,,1.09,11.15,14.55,,54.49,2.15,11.33,13.89,4,                ,,                ,                ,                ,355,,                ,11.8,26.25,2.88,9.9,2.53,0.25,2.31,0.43,2.4,0.44,1.2,0.17,1.12,0.151
A,"Breaks et al., 2003, Ontario Geol. Surv. OFR 6070 and MRD 11.",01-FWB-27,"Superior Province, Ontario","Uchi-English River Subprovince Boundary Zone, Allison Lake batholith, Allison Lake",garnet-mus-bio potassic pegmatite,74.56870722,0.050194337,14.46600796,0.695523454,0.100388674,0.130505276,0.592293178,3.001621359,6.1939812,0.200777348,,,,,100,,0.876223068,25.06504936,0.842008793,8.603309381,1.21159804,288.2,0.197324415,1.017647059,0.350912779,,0.09685774,0.131507032,0.010561576,0.283758493,1.240950361,0.708510434,9.732316643,697.9028021,656.3906062,,,,,,82,                ,15.451,275.44,71.08,,1.2,2.27,1.62,,29.43,1.14,9.3,10.82,3,                ,,                ,                ,                ,181,,                ,5.39,10.6,1.19,4.1,1.16,0.21,1.2,0.28,1.71,0.32,0.98,0.19,1.38,0.218
A,"Breaks et al., 2003, Ontario Geol. Surv. OFR 6070 and MRD 11.",01-FWB-27A,"Superior Province, Ontario","Uchi-English River Subprovince Boundary Zone, Allison Lake batholith, Allison Lake",muscovite-garnet fg leucogranite,73.17443407,0.201554701,14.91504785,1.459906853,0.030233205,0.332565256,1.289950084,4.575291705,3.950472133,0.070544145,,,,,100,,1.99402681,28.88066847,0.814465589,7.235813753,1.157058517,74,0.281938326,1.017647059,0.350912779,,0.14763768,0.083874143,0.023001963,0.292566651,1.21774728,0.778942941,7.891168513,848.2702558,835.8226555,,,,,,154,                ,45.921,283.036,202.45,,1.39,23.23,3.71,,185.52,4.74,17.1,9.66,2,12,,                ,                ,                ,149,,                ,57.35,103.76,10.71,33.23,4.55,0.78,2.83,0.36,1.86,0.31,0.84,0.11,0.66,0.109
A,"Breaks et al., 2003, Ontario Geol. Surv. OFR 6070 and MRD 11.",01-JBS-15,"Superior Province, Ontario","Uchi-English River Subprovince Boundary Zone, Allison Lake batholith, Margaret Lake",muscovite-biotite potassic pegmatite,75.25989143,0.099920196,14.63830868,0.539437162,0.00999202,0.23980847,0.499600979,2.448044796,6.175068097,0.089928176,,,,,100,,0.879165828,44.21155324,0.692255612,8.123511914,1.323872041,146.5,0.204081633,1.017647059,0.350912779,,0.078994669,0.13110548,0.008908719,0.287138264,1.252452845,0.633760819,10.57746482,643.9445455,595.7852527,,,,,,26,                ,3.083,165.759,158.5,,0.45,3.1,1.99,,12.64,0.5,6.81,21.33,9,                ,,                ,                ,                ,111,,                ,5.24,10.56,1.16,3.95,1.13,0.4,1.52,0.37,2.9,0.66,2.25,0.39,2.58,0.38
A,"Breaks et al., 2003, Ontario Geol. Surv. OFR 6070 and MRD 11.",01-FWB-20,"Superior Province, Ontario","Uchi-English River Subprovince Boundary Zone, Allison Lake batholith, N of Jubilee Lake",muscovite granite,74.63255927,0.020141023,15.8610553,0.724899573,0.181269203,0.110775624,0.533737099,4.773422358,3.001012368,0.161128181,,,,,100,,0.85581622,21.40941231,0.867441771,7.240697627,1.392219565,787.5,0.111814346,1.017647059,0.350912779,,0.154031054,0.063715762,0.009517423,0.311123093,1.242012968,0.612758982,9.834548446,696.3816356,657.1468663,,,,,,88,                ,7.24,164.5,10.82,,1.58,1.26,4.56,,26.57,1.24,15.11,6.57,1,                ,,                ,                ,                ,81,,                ,1.73,3.56,0.39,1.17,0.42,0.03,0.44,0.11,0.82,0.17,0.58,0.13,1.24,0.186
A,"Breaks et al., 2003, Ontario Geol. Surv. OFR 6070 and MRD 11.",01-FWB-23,"Superior Province, Ontario","Uchi-English River Subprovince Boundary Zone, Allison Lake batholith, N of Jubilee Lake",muscovite granite,75.07283641,0.010098579,15.39023442,0.690573956,0.232267317,0.030295737,0.373647424,6.432794833,1.605674064,0.161577264,,,,,100,,0.730968273,7.253330971,0.957973352,7.664821473,1.234573667,1524,0.058084772,1.017647059,0.350912779,,0.207576471,0.034090744,0.006662757,0.30188769,1.24933993,0.676085737,10.0987963,673.745378,629.103833,,,,,,56,6,5.29,137.66,4.89,,1.84,1.38,6.41,,20.4,1.14,14.59,4.67,                ,                ,,                ,                ,                ,93,,                ,1.2,2.46,0.27,0.79,0.26,0.01,0.28,0.09,0.61,0.12,0.39,0.09,0.82,0.111
A,"Breaks et al., 2003, Ontario Geol. Surv. OFR 6070 and MRD 11.",01-FWB-24,"Superior Province, Ontario","Uchi-English River Subprovince Boundary Zone, Allison Lake batholith, N of Jubilee Lake",Muscovite potassic pegmatite,74.47230688,,15.44663056,0.22665638,0.08060864,,0.151141199,5.884430688,3.506475821,0.231749839,,,,,100,,0.22665638,,,9.23976531,1.158362776,,0.025684932,1.017647059,0.350912779,,0.189881597,0.07444747,0.0026951,0.30299393,1.239346095,0.718266214,10.98490973,613.7261299,559.5998716,,,,,,9,35,17,587,4.13,,12.86,0.28,3,,8.41,0.65,58.71,0.6,                ,                ,,                ,                ,                ,74,,                ,1.36,2.8,0.3,1.03,0.2,0.04,0.13,0.02,0.12,0.01,0.02,                ,0.03,0.004
A,"Breaks et al., 2003, Ontario Geol. Surv. OFR 6070 and MRD 11.",01-FWB-16,"Superior Province, Ontario","Uchi-English River Subprovince Boundary Zone, Allison Lake batholith, NE Pea Lake",biotite muscovite granite,74.34586878,0.110813626,14.52665891,0.942692721,0.020147932,0.191405353,0.795843311,3.807959133,5.107500741,0.151109489,,,,,100,,1.2449117,26.57600891,0.831226807,8.119616563,1.177705557,131.0909091,0.208994709,1.017647059,0.350912779,,0.122877029,0.108439506,0.014191215,0.284948194,1.23724195,0.736630459,8.517697351,793.5093249,769.7516944,,,,,,100,                ,18.05,   >250.00          ,98.79,,1.17,16.4,4.42,,99.15,3.02,14.06,10.71,3,                ,,                ,                ,                ,98,,                ,27.59,53.23,5.49,17.06,2.88,0.32,2.13,0.37,1.9,0.35,0.91,0.15,0.98,0.147
A,"Breaks et al., 2003, Ontario Geol. Surv. OFR 6070 and MRD 11.",01-FWB-28,"Superior Province, Ontario","Uchi-English River Subprovince Boundary Zone, Allison Lake batholith, Peg Lake",biotite granite,72.87173635,0.152196609,15.54434699,1.122936411,0.030439322,0.304393218,1.217572871,4.799266401,3.886086748,0.071025084,,,,,100,,1.579526238,32.57925768,0.786739369,7.467780277,1.18452302,102.1333333,0.253699789,1.017647059,0.350912779,,0.154865002,0.08250715,0.021711356,0.30491069,1.212709874,0.75938077,8.400216933,802.2361902,779.6461844,,,,,,190,3,89.96,242.318,179.71,,3.72,19.97,3.83,,111.51,3.32,12.39,7.48,2,9,,                ,                ,6,138,,                ,33.93,60.57,5.98,18.19,2.65,0.51,1.91,0.26,1.27,0.26,0.7,0.1,0.68,0.1
A,"Breaks et al., 2003, Ontario Geol. Surv. OFR 6070 and MRD 11.",01-FWB-14,"Superior Province, Ontario","Uchi-English River Subprovince Boundary Zone, Allison Lake batholith, SE Pea Lake",biotite muscovite granite,74.55204341,0.050798612,14.7011184,0.475358784,0.010159722,0.101597225,0.761979184,4.195965376,5.069701507,0.08127778,,,,,100,,0.627754621,27.58885067,0.823908196,8.503687699,1.132155147,289.4,0.181598063,1.017647059,0.350912779,,0.135397398,0.107636975,0.013587361,0.28837031,1.240673047,0.755252324,9.129429555,740.8898112,705.7835353,,,,,,56,                ,6.92,198.78,94.01,,0.96,8.31,4.91,,53.78,1.84,10.03,4.92,3,                ,,                ,                ,                ,80,,                ,10.87,21.29,2.11,6.57,1.19,0.19,0.88,0.16,0.85,0.16,0.42,0.08,0.55,0.087
A,"Breaks et al., 2003, Ontario Geol. Surv. OFR 6070 and MRD 11.",01-FWB-15,"Superior Province, Ontario","Uchi-English River Subprovince Boundary Zone, Allison Lake batholith, SE Pea Lake",bio mus potassic pegmatite,75.38824559,0.040249998,14.66106164,0.461755822,0.100624994,0.050312497,0.704374959,4.427499741,4.085374761,0.080499995,,,,,100,,0.552318316,16.26450755,0.901746515,7.808499543,1.196908045,364.25,0.159090909,1.017647059,0.350912779,,0.142868659,0.086738318,0.012560181,0.287584575,1.254588877,0.706006236,10.27291629,660.0757721,612.5933548,,,,,,47,                ,10.47,220.46,68.37,,1.97,3.8,9.73,,17.14,0.85,16.35,6.06,3,                ,,                ,                ,                ,77,,                ,4.93,9.67,1.07,3.19,0.78,0.14,0.66,0.13,0.89,0.2,0.68,0.14,1.1,0.205
A,"Breaks et al., 2003, Ontario Geol. Surv. OFR 6070 and MRD 11.",01-JBS-12,"Superior Province, Ontario","Uchi-English River Subprovince Boundary Zone, Allison Lake batholith, Tarpley Lake",garnet biotite muscovite granite,73.771881,0.030640405,14.99337136,0.275696233,0.030640405,0.122561619,0.80686399,3.840264053,6.036159722,0.091921214,,,,,100,,0.428898257,44.21155324,0.692255612,9.069559785,1.112760174,489.3333333,0.210106383,1.017647059,0.350912779,,0.12391946,0.128156257,0.014387732,0.294103008,1.227689815,0.777836169,9.813322551,687.7808393,642.7937225,,,,,,39,                ,4.7,168.929,169.49,,0.61,3.92,7.59,,27.14,1.08,3.27,12.36,2,                ,,                ,                ,                ,101,,                ,4.9,9.75,1.05,3.4,0.91,0.33,0.93,0.23,1.68,0.39,1.22,0.24,1.72,0.227
A,"Breaks et al., 2003, Ontario Geol. Surv. OFR 6070 and MRD 11.",01-FWB-18,"Superior Province, Ontario","Uchi-English River Subprovince Boundary Zone, Allison Lake batholith, Unnamed Lake",muscovite biotite granite,74.71609292,0.059900662,14.61576163,0.664734822,0.029950331,0.109817881,0.868559605,4.442632463,4.452615906,0.039933775,,,,,100,,0.834453366,22.75038702,0.858217678,8.026688764,1.135697192,244,0.195505618,1.017647059,0.350912779,,0.143356969,0.09453537,0.015487867,0.286695991,1.243403111,0.754233234,8.981246815,752.9115608,720.1522491,,,,,,125,                ,11.68,236.35,84.38,,1.13,12.1,5.48,,62.37,2.09,10.26,12.24,2,                ,,                ,                ,                ,89,,                ,16.92,34.51,3.76,11.93,2.28,0.24,1.71,0.31,1.9,0.4,1.15,0.18,1.14,0.165
A,"Breaks et al., 2003, Ontario Geol. Surv. OFR 6070 and MRD 11.",01-JBS-16-02,"Superior Province, Ontario","Uchi-English River Subprovince Boundary Zone, Allison Lake batholith, Unnamed Lake",garnet-muscovite fg leucogranite,74.20282569,0.009970818,15.14567216,1.318816732,0.538424158,0.019941635,0.508511705,6.391294178,1.714980653,0.149562266,,,,,100,,1.348729185,2.624778329,0.98510438,7.597763125,1.196994416,1519,0.079563183,1.017647059,0.350912779,,0.206237308,0.036411479,0.009067612,0.29709047,1.234861469,0.710843508,9.745657016,696.7840011,655.0209302,,,,,,18,                ,2.691,116.802,7.02,,0.73,2.23,1.96,,29.04,1.94,7.82,11.03,1,                ,,                ,                ,                ,115,,                ,1.49,3.28,0.41,1.36,0.55,0.04,0.77,0.21,1.59,0.26,0.8,0.15,1.27,0.163
A,"Breaks et al., 2003, Ontario Geol. Surv. OFR 6070 and MRD 11.",01-JBS-10,"Superior Province, Ontario","Uchi-English River Subprovince Boundary Zone, Allison Lake batholith, Wakeman Lake",biotite muscovite granite,74.19348173,0.080513816,15.30768933,0.706336036,0.030192681,0.140899179,0.925908888,3.914984318,4.659737119,0.040256908,,,,,100,,0.927749031,26.23206905,0.833695323,7.648812549,1.246824427,190.125,0.236503856,1.017647059,0.350912779,,0.126330569,0.098932848,0.016510501,0.300268523,1.23470597,0.696666375,8.86898377,766.2379539,737.9415214,,,,,,68,                ,26.92,252.363,71.9,,1.79,10.4,7.85,,69.78,2.3,14.82,14.14,2,                ,,                ,                ,                ,154,,                ,18.3,34.7,3.53,11.28,1.86,0.35,1.6,0.3,1.87,0.42,1.35,0.23,1.53,0.225
