Sample,suite,Location,Rock type,unit,Reference,Age,Age2se,Sm,Nd,Sm147_Nd144,Nd143_Nd144,Nd143_Nd144 2se,eNd,TDM,,,Pb206_204,Pb207_204,Pb208_204,Mineral,Easting,Northing,UTM,Easting_for_R,"These Lat longs are from an online coversion tool, might not be exactly accurate",Latitude,Longitude,Latitude,,,Longitude,,,Latitude,Longitude,SiO2,TiO2,Al2O3,Fe2O3t,FeO,Fe2O3,FeOt,MnO,MgO,CaO,Na2O,K2O,P2O5,H2O,CO2,S,F,Cl,LOI,sum,Li,Rb,Cs,Be,Sr,Ba,Sc,Y,Zr,Hf,V,Nb,Ta,Cr,Mo,W,Co,Ni,Cu,Ag,Zn,Cd,Ga,In,Tl,Ge,Sn,Pb,As,Sb,Bi,Se,Te,Br,I,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Th,U
K094-88,Yamba,,,Yamba/Harp Tonalite,Bill Davis email ,,,,,,,,,,,,,,,,487492,7221967,12,1487492,,65.1210064,-111.2664501,,,,,,,,,74.21,0.2,13.79,,1.64,,,0.03,0.39,1.19,3.62,4.81,0.11,,,,,,,,,193,,,111,704,,21,145,,15,14.5,,,,,,,,,33,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,35,
K104-88,Concession,,,Concession/undivided,Bill Davis email ,,,,,,,,,,,,,,,,493102,7211462,12,1493102,,65.02578632,-111.1464172,,,,,,,,,69.77,0.37,15.94,,2.59,,,0.03,1.13,2.88,4.32,2.77,0.2,,,,,,,,,62,,,549,1014,,8,143,,49,4.6,,,,,,,,,34,,21,,,,,,,,,,,,,38.14,78.45,9.2,35.28,5.44,1.14,3.1,0.35,1.54,0.24,0.61,0.06,0.36,0.06,8.21,
K105-88,Yamba,,,Yamba/Harp Tonalite,Bill Davis email ,,,,,,,,,,,,,,,,493043,7212444,12,1493043,,65.03572318,-111.1477269,,,,,,,,,69.3,0.61,14.96,,3.71,,,0.04,0.88,2.26,3.01,4.99,0.24,,,,,,,,,150,,,190,1433,6,22,509,,48,16.4,,,,,,,,,42,,19,,,,,,,,,,,,,136.65,259.73,27.34,91.31,13.38,1.32,8.15,1,4.89,0.86,1.95,0.24,1.47,0.2,50.91,
K106-88,Concession,,,Concession/undivided,Bill Davis email ,,,,,,,,,,,,,,,,491300,7212400,12,1491300,,65.03416023,-111.1847245,,,,,,,,,71.17,0.32,15.21,,2.76,,,0.03,1.18,2.55,4.29,2.34,0.14,,,,,,,,,58,,,510,558,4,4,121,,50,3.5,,10,,,,,,,43,,19,,,,,,,,,,,,,34.35,68.74,7.89,28.21,4.1,0.95,2.28,0.29,1.23,0.2,0.5,0.07,0.44,0.06,5.29,
K124-88,Contwoyto,,,Contwoyto/undivided,Bill Davis email ,,,,,,,,,,,,,,,,500119,7229426,12,1500119,,65.1881698,-110.9974586,,,,,,,,,73.21,0.12,15.03,,0.99,,,0.01,0.37,0.67,3.77,5.57,0.26,,,,,,,,,191,,,119,476,,6,76,,8,5.7,,,,,,,,,22,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,6,
K135-88,Yamba,,,Yamba/Harp Tonalite,Bill Davis email ,,,,,,,,,,,,,,,,467424,7212528,12,1467424,,65.03495014,-111.6917185,,,,,,,,,76.93,0.04,13.11,,0.57,,,0,0.07,1.13,3.39,4.73,0.04,,,,,,,,,160,,,66,403,,17,51,,6,4.7,,,,,,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,17,
K142-87,Contwoyto,,,Contwoyto/undivided,Bill Davis email ,,,,,,,,,,,,,,,,475800,7226000,12,1475800,,65.15654206,-111.5162104,,,,,,,,,72.9,0.24,14.8,,1.72,,,0.02,0.55,1.73,4.24,3.63,0.16,,,,,,,,29.4,116,0.9,,206,838,,7,193,,22,8.4,,,,,,,,,44,,21,,,,,15,,,,,,,,29.25,56.8,5.93,21.02,3.13,0.65,2.65,0.24,1.13,0.2,0.55,0.07,0.47,0.07,13.29,2.36
K144-88,Concession,,,Concession/Harp Tonalite,Bill Davis email ,,,,,,,,,,,,,,,,479100,7319200,12,1479100,,65.99179877,-111.4603365,,,,,,,,,71.84,0.32,14.47,,3.26,,,0.05,1.1,2.71,4.44,1.67,0.13,,,,,,,,,60,,,174,307,5,11,116,,55,7.6,,,,,,,,,35,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,9,
K149A-87,Concession,,,Concession/SE Concession Pluton,Bill Davis email ,,,,,,,,,,,,,,,,480800,7283500,12,1480800,,65.67162692,-111.4176647,,,,,,,,,68.18,0.61,15.72,,4.27,,,0.05,1.25,2.88,4.06,2.82,0.16,,,,,,,,38.5,72,7.8,,341,,,18,181,,,12,,,,,,,,,,,,,,,,10,,,,,,,,36.74,77.37,9.01,34.94,6.26,1.59,5.34,0.74,3.9,0.74,1.81,0.24,1.56,0.21,7.02,1.79
K159-88,Contwoyto,,,Contwoyto Monzogranite,Bill Davis email ,,,,,,,,,,,,,,,,475656,7302343,12,1475656,,65.84146679,-111.5330682,,,,,,,,,74.87,0.08,14.73,,0.51,,,0.01,0.16,0.62,3.69,4.95,0.38,,,,,,,,,128,,,89,296,,11,42,,,4.1,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,6,
K164-88,CVB,,,CVB/Yellowknife Supergroup,Bill Davis email ,,,,,,,,,,,,,,,,475400,7308500,12,1475400,,65.89554262,-111.5398,,,,,,,,,68.85,0.49,14.78,,4.54,,,0.05,1.58,4.54,3.73,1.3,0.13,,,,,,,,,56,,,266,284,12,12,156,,79,7.3,,15,,,,,,,15,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K180-89,Wishbone,,,CVB/Yellowknife Supergroup,Bill Davis email ,,,,,,,,,,,,,,,,478500,7276300,12,1478500,,65.60688628,-111.4665338,,,,,,,,,78.3,0.08,12,,1.27,,,0.02,0.13,0.78,3.64,3.76,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K181-88,Contwoyto,,,Contwoyto Monzogranite,Bill Davis email ,,,,,,,,,,,,,,,,470812,7309824,12,1470812,,65.90817458,-111.6408035,,,,,,,,,75.25,0.08,14.59,,0.87,,,0.01,0.26,0.58,4.33,3.89,0.15,,,,,,,,,78,,,89,459,,6,63,,,2.9,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,6,
K193-88,Contwoyto,,,Contwoyto Monzogranite,Bill Davis email ,,,,,,,,,,,,,,,,480362,7300458,12,1480362,,65.82487922,-111.429741,,,,,,,,,72.77,0.12,15.5,,1.27,,,0.02,0.43,1.09,4.41,4.14,0.26,,,,,,,,,124,,,124,411,,8,97,,9,5,,,,,,,,,11,,21,,,,,,,,,,,,,19.06,37.86,4.3,15.48,2.79,0.45,1.89,0.27,1.42,0.25,0.67,0.1,0.63,0.09,6.81,
K195-88,Contwoyto,,,Contwoyto Monzogranite,Bill Davis email ,,,,,,,,,,,,,,,,479793,7294831,12,1479793,,65.77436076,-111.4413269,,,,,,,,,74.18,0.16,14.86,,0.96,,,0.02,0.34,0.66,3.6,4.94,0.3,,,,,,,,,166,,,75,388,,7,67,,,7.5,,,,,,,,,14,,22,,,,,,,,,,,,,10.41,21.49,2.92,12.19,2.78,0.24,2.01,0.22,0.96,0.13,0.31,0.04,0.23,0.04,4.31,
K202-87,Concession,,,Concession Pluton,Bill Davis email ,,,,,,,,,,,,,,,,468882,7284609,12,1468882,,65.68064525,-111.6771634,,,,,,,,,65.3,0.37,15.71,,4.19,,,0.08,2.86,4.8,4.83,1.73,0.14,,,,,,,,30.3,32,1.4,,1008,1237,11,10,157,,117,4.6,,91,,,,40,,,61,,19,,,,,6,,,,,,,,29.36,63.62,7.47,29.22,5.07,1.27,4.75,0.41,2.23,0.41,0.99,0.13,0.83,0.13,4.32,0.81
K226-88,Yamba,,,Yamba/Harp Tonalite,Bill Davis email ,,,,,,,,,,,,,,,,481626,7242087,12,1481626,,65.30125551,-111.3940831,,,,,,,,,73.07,0.37,14.33,,1.68,,,0.02,0.6,0.94,3.1,5.77,0.12,,,,,,,,,144,,,131,571,,16,172,,14,5.9,,,,,,,,,23,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,54,
K281-87,Concession,,,Concession undivided,Bill Davis email ,,,,,,,,,,,,,,,,474000,7286400,12,1474000,,65.69716692,-111.5661481,,,,,,,,,63.91,0.63,19.14,,6.09,,,0.05,3.51,0.92,2.6,3.05,0.1,,,,,,,,55.3,86,3.6,,225,984,28,16,151,,191,7.4,,199,,,,25,20,,73,,20,,,,,11,,,,,,,,21.91,49.57,5.67,22.52,4.12,1.09,3.8,0.48,,,,,,,7.2,2.25
K294E-87,Concession,,,Concession/SE Concession Pluton,Bill Davis email ,,,,,,,,,,,,,,,,495598,7268740,12,1495598,,65.53974367,-111.0952736,,,,,,,,,52.56,1.78,18.14,,9.41,,,0.13,4.77,7.44,3.53,1.91,0.32,,,,,,,,,35,,,851,,,24,136,,,22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KRA01-K14,Two-mica granodiorite,Walmsley Lake,Two-mica granodiorite,,Cairns et al 2005,2602,2.5,,,,,,,,,,,,,,,,,,,63.2963,-108.3519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ML20A,NA,MacNaughton Lake,Monzogranite,NA,Yamashita et al 1999,,,5.22,28.35,0.1114,0.511201,0.00006,0.4,2900,,,,,,,594099,7045476,11,594099,,63.525,-115.108,63,31.5,,115,6.48,,63 31.50 ,115 06.48 ,73.2,0.26,14.14,,1.35,,,0.021,0.38,1.37,3.24,5.56,0.134,,,,,,,,,134.2,0.3,,126,645,0,24.27,172,4.7,12,5.1,0.2,9,,,,12,2,,19,,15,,,,,36.51,,,,,,,,101.97,208.07,22.47,81.59,15.66,0.83,7.7,0.98,5.12,0.93,2.57,0.35,2.2,0.33,67.67,1.34
ML20A,NA,MacNaughton Lake,Monzogranite,NA,Yamashita et al 1999,,,5.22,28.35,0.1114,0.511201,0.00006,0.4,2900,,,14.057,14.975,33.93,Kfs,594099,7045476,11,594099,,63.525,-115.108,63,31.5,,115,6.48,,63 31.50 ,115 06.48 ,73.2,0.26,14.14,,1.35,,,0.021,0.38,1.37,3.24,5.56,0.134,,,,,,,,,134.2,0.3,,126,645,0,24.27,172,4.7,12,5.1,0.2,9,,,,12,2,,19,,15,,,,,36.51,,,,,,,,101.97,208.07,22.47,81.59,15.66,0.83,7.7,0.98,5.12,0.93,2.57,0.35,2.2,0.33,67.67,1.34
ML21A,NA,MacNaughton Lake,Monzogranite,NA,Yamashita et al 1999,,,3.72,21.48,0.1048,0.511054,0.00008,-0.3,2900,,,,,,,595082,7042848,11,595082,,63.50116667,-115.0898333,63,30.07,,115,5.39,,63 30.07 ,115 05.39 ,73.51,0.435,13.1,,2.66,,,0.031,0.52,1.57,3.14,4.9,0.121,,,,,,,,,115.9,0.2,,162,682,1,9.7,335,8.66,22,11.8,0.51,5,,,,8,3,,49,,17,,,,,20.6,,,,,,,,29.82,49.42,5.23,19.78,3.62,6.65,2.62,0.35,1.9,0.36,0.87,0.13,0.91,0.15,5.41,0.72
ML21A,NA,MacNaughton Lake,Monzogranite,NA,Yamashita et al 1999,,,3.72,21.48,0.1048,0.511054,0.00008,-0.3,2900,,,18.308,15.745,40.714,,595082,7042848,11,595082,,63.50116667,-115.0898333,63,30.07,,115,5.39,,63 30.07 ,115 05.39 ,73.51,0.435,13.1,,2.66,,,0.031,0.52,1.57,3.14,4.9,0.121,,,,,,,,,115.9,0.2,,162,682,1,9.7,335,8.66,22,11.8,0.51,5,,,,8,3,,49,,17,,,,,20.6,,,,,,,,29.82,49.42,5.23,19.78,3.62,6.65,2.62,0.35,1.9,0.36,0.87,0.13,0.91,0.15,5.41,0.72
ML21A,NA,MacNaughton Lake,Monzogranite,NA,Yamashita et al 1999,,,3.72,21.48,0.1048,0.511054,0.00008,-0.3,2900,,,14.09,14.984,33.885,Kfs,595082,7042848,11,595082,,63.50116667,-115.0898333,63,30.07,,115,5.39,,63 30.07 ,115 05.39 ,73.51,0.435,13.1,,2.66,,,0.031,0.52,1.57,3.14,4.9,0.121,,,,,,,,,115.9,0.2,,162,682,1,9.7,335,8.66,22,11.8,0.51,5,,,,8,3,,49,,17,,,,,20.6,,,,,,,,29.82,49.42,5.23,19.78,3.62,6.65,2.62,0.35,1.9,0.36,0.87,0.13,0.91,0.15,5.41,0.72
R028-88,Yamba,,,Yamba/Harp Tonalite,Bill Davis email ,,,,,,,,,,,,,,,,473690,7228690,12,1473690,,65.18051562,-111.5617269,,,,,,,,,75.2,0.12,13.44,,1.18,,,0.01,0.29,0.98,3.28,5.34,0.15,,,,,,,,,169,,,79,507,,17,117,,10,9.4,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,38,
R037-89,Contwoyto,,,Contwoyto/undivided,Bill Davis email ,,,,,,,,,,,,,,,,584430,7231809,12,1584430,,65.19871801,-109.19598,,,,,,,,,75.79,,14.07,,0.34,,,0.01,0.12,0.99,4.28,4.35,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.83,13.27,1.47,5.34,1.3,0.3,1.08,0.13,0.72,0.13,0.37,0.04,0.28,0.04,3.02,
R051-87,CVB,,,CVB/Yellowknife Supergroup,Bill Davis email ,,,,,,,,,,,,,,,,459800,7266700,12,1459800,,65.51897991,-111.8693884,,,,,,,,,58.81,0.74,15.93,,7.78,,,0.13,4.38,7.5,3.56,1.07,0.11,,,,,,,,9.3,31,,,193,53,,36,165,,,12.3,,,,,,,,,,,,,,,,3,,,,,,,,21.15,49.61,6.33,26.35,5.81,1.13,6.28,1,6.33,1.35,3.71,0.55,3.71,0.56,3.06,0.63
R051E-88,Yamba,,,Yamba/SE Concession Pluton,Bill Davis email ,,,,,,,,,,,,,,,,464629,7227342,12,1464629,,65.16757351,-111.7548202,,,,,,,,,70.05,0.37,15.69,,2.42,,,0.03,0.81,2.17,4.24,4.06,0.16,,,,,,,,,85,,,342,871,,5,246,,43,2.9,,,,,,,,,45,,19,,,,,,,,,,,,,67.31,139.76,15.76,55.67,8.04,1.17,4.09,0.31,1.08,0.15,0.34,0.05,0.26,0.06,35.89,
R159C-87,Contwoyto,,,Contwoyto Monzogranite,Bill Davis email ,,,,,,,,,,,,,,,,475500,7291500,12,1475500,,65.74417741,-111.534464,,,,,,,,,73,0.29,15.23,,2.18,,,0.03,0.84,1.88,5.15,1.34,0.06,,,,,,,,73.8,40,7,,268,556,,6,153,,30,6.2,,,,,,,,,32,,20,,,,,14,,,,,,,,27.11,51.98,5.35,19.08,3.12,0.63,2.57,0.25,1.23,0.21,0.48,0.06,0.31,0.04,6.84,1.87
V022-88,Yamba,,,Yamba/SE Concession Pluton,Bill Davis email ,,,,,,,,,,,,,,,,476882,7236021,12,1476882,,65.24653024,-111.4948071,,,,,,,,,74.07,0.24,13.95,,1.57,,,0.02,0.36,1.37,3.4,4.94,0.07,,,,,,,,,165,,,107,737,,12,162,,12,13.1,,,,,,,,,17,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,43,
V035-88,Yamba,,,Yamba/Harp Tonalite,Bill Davis email ,,,,,,,,,,,,,,,,469100,7226600,12,1469100,,65.16136567,-111.6592516,,,,,,,,,73.66,0.25,13.89,,1.9,,,0.01,0.48,1.08,2.97,5.69,0.06,,,,,,,,,165,,,91,717,,20,200,,20,12.3,,,,,,,,,18,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,54,
V099-88,Yamba,,,Yamba/Harp Tonalite,Bill Davis email ,,,,,,,,,,,,,,,,482000,7221600,12,1482000,,65.11745997,-111.3833926,,,,,,,,,73.71,0.24,14.11,,1.54,,,0.01,0.31,1.12,3.17,5.71,0.08,,,,,,,,,199,,,82,697,,20,162,,,11.6,,,,,,,,,9,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,60,
V102-88,Yamba,,,Yamba/Harp Tonalite,Bill Davis email ,,,,,,,,,,,,,,,,479646,7224271,12,1479646,,65.14128859,-111.4339211,,,,,,,,,75.01,0.2,13.62,,1.12,,,0.02,0.23,0.94,3.18,5.64,0.04,,,,,,,,,216,,,86,717,,20,108,,6,11.8,,,,,,,,,10,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,36,
V106-88,Concession,,,Concession/undivided,Bill Davis email ,,,,,,,,,,,,,,,,497500,7210500,12,1497500,,65.01721694,-111.0530481,,,,,,,,,69.06,0.53,15.96,,3.06,,,0.03,1.44,3.34,4.55,1.86,0.17,,,,,,,,,67,,,498,390,15,7,136,,187,6.2,,38,,,,,,,57,,21,,,,,,,,,,,,,42.06,88.9,10.43,39.85,6.11,1.24,3.4,0.37,1.67,0.25,0.6,0.07,0.4,0.05,8.26,
V112B-88,Concession,,,Concession/undivided,Bill Davis email ,,,,,,,,,,,,,,,,497000,7209000,12,1497000,,65.00375386,-111.0636256,,,,,,,,,67.59,0.53,16.51,,3.5,,,0.03,1.67,3.55,4.55,2.01,0.05,,,,,,,,,68,,,661,398,6,5,149,,74,5.3,,,,,,,,,52,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,
V120-88,Yamba,,,Yamba/Harp Tonalite,Bill Davis email ,,,,,,,,,,,,,,,,464503,7223581,12,1464503,,65.13381692,-111.7565472,,,,,,,,,75.55,0.16,13,,1.39,,,0.02,0.5,0.31,2.37,6.4,0.3,,,,,,,,,208,,,78,547,,83,164,,14,17.5,,,,,,,,,10,,16,,,,,,,,,,,,,63.05,127.44,13.31,45.87,9.53,0.55,8.79,1.75,12.5,3.03,8.92,1.24,7.57,1.07,60.73,
V126-88,Yamba,,,Yamba/Wolverine Monzogranite,Bill Davis email ,,,,,,,,,,,,,,,,467606,7222396,12,1467606,,65.12350414,-111.6901431,,,,,,,,,75.85,0.16,13.33,,0.94,,,0.02,0.23,0.85,3.06,5.51,0.04,,,,,,,,,167,,,68,405,,22,108,,,8.3,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,30,
V132-88,Yamba,,,Yamba/Wolverine Monzogranite,Bill Davis email ,,,,,,,,,,,,,,,,465602,7219650,12,1465602,,65.09866463,-111.7321554,,,,,,,,,75.38,0.16,13.61,,1.16,,,0.01,0.29,0.71,3.23,5.39,0.04,,,,,,,,,224,,,73,490,,19,118,,,14.7,,,,,,,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,37,
V157-88,Yamba,,,Yamba/Wolverine Monzogranite,Bill Davis email ,,,,,,,,,,,,,,,,464700,7220000,12,1464700,,65.10170975,-111.7514409,,,,,,,,,73.82,0.29,13.97,,1.56,,,0.02,0.34,1.14,3.22,5.61,0.04,,,,,,,,,234,,,81,608,,36,172,,12,17.3,,,,,,,,,16,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,63,
V168-88,Yamba,,,Yamba/Wolverine Monzogranite,Bill Davis email ,,,,,,,,,,,,,,,,475000,7256000,12,1475000,,65.42564389,-111.5387404,,,,,,,,,74.55,0.16,13.64,,1.53,,,0.03,0.31,0.78,3.1,5.86,0.04,,,,,,,,,295,,,67,610,,50,124,,12,23.6,,,,,,,,,16,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,53,
V169-88,Yamba,,,Yamba/Wolverine Monzogranite,Bill Davis email ,,,,,,,,,,,,,,,,474589,7208769,12,1474589,,65.00184932,-111.5389058,,,,,,,,,75.85,0.16,13.36,,1.13,,,0.01,0.19,0.82,3.47,4.96,0.05,,,,,,,,,181,,,34,501,,58,135,,9,12.7,,,,,,,,,20,,18,,,,,,,,,,,,,36.68,73.6,8.12,28.33,6,0.29,6.28,1.29,8.85,2,5.91,0.8,6.06,0.9,34.2,
V191-88,Concession,,,Concession/Harp Tonalite,Bill Davis email ,,,,,,,,,,,,,,,,473100,7317100,12,1473100,,65.97250788,-111.5920463,,,,,,,,,67.78,0.57,14.73,,5.04,,,0.08,2.04,4.23,3.98,1.41,0.13,,,,,,,,,61,,,255,206,,12,159,,,6.5,,,,,,,,,9,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,5,
V195-88,Contwoyto,,,Contwoyto Monzogranite,Bill Davis email ,,,,,,,,,,,,,,,,481149,7305506,12,1481149,,65.87021494,-111.4132465,,,,,,,,,73.98,0.08,14.88,,0.81,,,0.01,0.39,0.97,4.22,4.49,0.17,,,,,,,,,100,,,133,,,7,68,,,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,
V203-88,Contwoyto,,,Contwoyto Monzogranite,Bill Davis email ,,,,,,,,,,,,,,,,478495,7305405,12,1478495,,65.86914105,-111.4714079,,,,,,,,,73.27,0.32,14.65,,1.75,,,0.02,0.59,1.26,4.05,3.87,0.2,,,,,,,,,107,,,129,278,10,13,146,,88,9.3,,15,,,,9,12,,55,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,14,
V221-88,Contwoyto,,,Contwoyto Monzogranite,Bill Davis email ,,,,,,,,,,,,,,,,466000,7316500,12,1466000,,65.9675872,-111.7481851,,,,,,,,,74.01,0.16,14.72,,1.68,,,0.02,0.47,1.92,4.92,2.06,0.03,,,,,,,,,42,,,204,408,,5,113,,13,5.3,,,,,,,,,25,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,4,
V224-88,Concession,,,Concession/Harp Tonalite,Bill Davis email ,,,,,,,,,,,,,,,,463742,7310903,12,1463742,,65.91598649,-111.7962561,,,,,,,,,72.4,0.44,14.76,,2.78,,,0.04,0.83,2.75,4.65,1.26,0.09,,,,,,,,,,,,,430,,,,,18,,,,,,,,,,30,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,
V233-89,Concession,,,Concession undivided,Bill Davis email ,,,,,,,,,,,,,,,,592000,7255500,12,1592000,,65.40799476,-109.0185612,,,,,,,,,65.09,0.71,15.66,,5.26,,,0.08,2.31,4.23,3.31,3.17,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
V252-88,Contwoyto,,,Contwoyto/undivided,Bill Davis email ,,,,,,,,,,,,,,,,529379,7289064,12,1529379,,65.7219138,-110.3596501,,,,,,,,,71.83,0.24,15.73,,1.41,,,0.03,0.47,1.86,5.58,2.69,0.16,,,,,,,,,64,,,876,283,5,6,157,,41,3.7,,,,,,,,,44,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,6,
V283-88,Contwoyto,,,Contwoyto/undivided,Bill Davis email ,,,,,,,,,,,,,,,,527722,7299610,12,1527722,,65.81667308,-110.3935453,,,,,,,,,75.46,0.16,14.19,,0.86,,,0.01,0.29,0.35,3.83,4.69,0.16,,,,,,,,,182,,,87,946,,6,72,,19,10.1,,,,,,,,,29,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,21,
V284-88,Siege,,,Siege Tonalite,Bill Davis email ,,,,,,,,,,,,,,,,486000,7256800,12,1486000,,65.4335,-111.3018,,,,,,,,,71.43,0.16,16.79,,1.06,,,0.02,0.41,3.15,6.06,0.9,0.02,,,,,,,,,27,,,540,332,,,86,,,2.3,,,,,,,,,13,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
V302A-88,Concession,,,Concession/undivided,Bill Davis email ,,,,,,,,,,,,,,,,515383,7302457,12,1515383,,65.84190609,-110.6631554,,,,,,,,,72.35,0.16,15.96,,1.06,,,0.01,0.51,3.05,5.96,0.9,0.04,,,,,,,,,19,,,572,231,,3,88,,,2.1,,,,,,,,,15,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,
V308-88,Contwoyto,,,Contwoyto/undivided,Bill Davis email ,,,,,,,,,,,,,,,,515565,7304169,12,1515565,,65.85839706,-110.6589458,,,,,,,,,74.23,0.12,14.99,,0.75,,,0.01,0.29,0.88,4.15,4.34,0.24,,,,,,,,,151,,,150,314,,8,55,,11,6.6,,,,,,,,,,,19,,,,,,,,,,,,,10.05,19.77,2.41,9.2,2.2,0.55,1.75,0.3,1.38,0.16,0.38,0.04,0.18,0.03,2.39,
W001-88,Yamba,,,Yamba/SE Concession Pluton,Bill Davis email ,,,,,,,,,,,,,,,,473404,7235945,12,1473404,,65.2455852,-111.5692298,,,,,,,,,75.27,0.16,13.5,,1.17,,,0.01,0.29,1.17,3.49,4.82,0.12,,,,,,,,,109,,,131,667,,10,127,,10,4.7,,,,,,,,,14,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,24,
W008-87,Concession,,,Concession undivided,Bill Davis email ,,,,,,,,,,,,,,,,458400,7213800,12,1458400,,65.04422599,-111.8836351,,,,,,,,,63.94,0.69,17.59,,4.41,,,0.07,2.3,4.68,3.92,2.12,0.27,,,,,,,,,95,,,905,1175,6,11,171,,109,5.1,,7,,,,3,9,,85,,21,,,,,,,,,,,,,57.15,120.02,14.8,58.23,9.31,2.07,5.52,0.59,2.57,0.4,0.88,0.1,0.61,0.09,8.56,
W025-88,Yamba,,,Yamba/Wolverine Monzogranite,Bill Davis email ,,,,,,,,,,,,,,,,480095,7219289,12,1480095,,65.09661545,-111.4236369,,,,,,,,,75.5,0.2,12.9,,1.76,,,0.02,0.33,1.03,2.9,5.28,0.07,,,,,,,,,201,,,68,835,,19,160,,12,13.5,,,,,,,,,14,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,57,
W059-88,Contwoyto,,,Contwoyto/undivided,Bill Davis email ,,,,,,,,,,,,,,,,504000,7223500,12,1504000,,65.13497397,-110.9147459,,,,,,,,,74.03,0.12,14.74,,0.87,,,0.01,0.29,0.72,3.86,5.17,0.19,,,,,,,,,169,,,118,497,,6,61,,13,6.8,,,,,,,,,15,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W080-88,Yamba,,,Yamba/Wolverine Monzogranite,Bill Davis email ,,,,,,,,,,,,,,,,481141,7209641,12,1481141,,65.01010998,-111.4000756,,,,,,,,,74.67,0.16,13.78,,1.5,,,0.01,0.31,1.15,3.28,5,0.13,,,,,,,,,196,,,92,415,,16,139,,,11.3,,,,,,,,,11,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,23,
W141A-88,Concession,,,Concession/Harp Tonalite,Bill Davis email ,,,,,,,,,,,,,,,,473000,7312500,12,1473000,,65.93123268,-111.5932898,,,,,,,,,71.73,0.36,14.61,,3.01,,,0.04,0.96,3.24,4.76,1.21,0.08,,,,,,,,,42,,,227,708,,9,143,,13,6.5,,,,,,,,,9,,17,,,,,,,,,,,,,25.17,47.06,5.14,18.64,3.06,0.71,2.03,0.28,1.5,0.26,0.71,0.09,0.63,0.08,3.72,
W163-88,Concession,,,Concession/undivided,Bill Davis email ,,,,,,,,,,,,,,,,548500,7241100,12,1548500,,65.28819602,-109.9602784,,,,,,,,,70.27,0.4,15.65,,2.5,,,0.04,0.93,2.99,5.21,1.89,0.12,,,,,,,,,61,,,552,302,5,7,149,,43,5.7,,,,,,,,,43,,20,,,,,,,,,,,,,22.59,48.1,5.85,23.44,4.04,1.13,2.71,0.38,1.76,0.31,0.75,0.09,0.51,0.09,2.01,
W171-88,Concession,,,Concession/undivided,Bill Davis email ,,,,,,,,,,,,,,,,545800,7235700,12,1545800,,65.24014092,-110.0199475,,,,,,,,,66.89,0.57,16.19,,3.92,,,0.05,2.3,3.76,3.95,2.02,0.35,,,,,,,,,179,,,755,481,4,17,181,,47,11.5,,,,,,,,,50,,23,,,,,,,,,,,,,54.29,114.85,14.45,58.24,9.44,2.19,5.85,0.7,3.33,0.54,1.32,0.16,1.06,0.15,6.23,
